"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms","Article Citation Count","Patent Citation Count","Reference Count","Copyright Year","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier
"A multi-modal sensor infrastructure for healthcare in a residential environment","P. Woznowski; X. Fafoutis; T. Song; S. Hannuna; M. Camplani; L. Tao; A. Paiement; E. Mellios; M. Haghighi; N. Zhu; G. Hilton; D. Damen; T. Burghardt; M. Mirmehdi; R. Piechocki; D. Kaleshi; I. Craddock","Faculty of Engineering, University of Bristol, BS8 1UB, UK","2015 IEEE International Conference on Communication Workshop (ICCW)","20150914","2015","","","271","277","Ambient Assisted Living (AAL) systems based on sensor technologies are seen as key enablers to an ageing society. However, most approaches in this space do not provide a truly generic ambient space - one that is not only capable of assisting people with diverse medical conditions, but can also recognise the habits of healthy habitants, as well as those with developing medical conditions. The recognition of Activities of Daily Living (ADL) is key to the understanding and provisioning of appropriate and efficient care. However, ADL recognition is particularly difficult to achieve in multi-resident spaces; especially with single-mode (albeit carefully crafted) solutions, which only have limited capabilities. To address these limitations we propose a multi-modal system architecture for AAL remote healthcare monitoring in the home, gathering information from multiple, diverse (sensor) data sources. In this paper we report on developments made to-date in various technical areas with respect to critical issues such as cost, power consumption, scalability, interoperability and privacy.","2164-7038;21647038","Electronic:978-1-4673-6305-1; POD:978-1-4673-6306-8; USB:978-1-4673-6304-4","10.1109/ICCW.2015.7247190","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7247190","Ambient Assisted Living;Ambient Intelligence;Internet of Things;eHealth","Biomedical monitoring;Cameras;Logic gates;Monitoring;Sensors;Wireless communication;Wireless sensor networks","Internet of Things;ambient intelligence;assisted living;handicapped aids;health care;medical diagnostic computing;patient monitoring","AAL remote healthcare monitoring;ADL recognition;activities-of-daily living recognition;ageing society;ambient assisted living systems;diverse medical conditions;healthy habitants;medical conditions;multimodal sensor infrastructure;multimodal system architecture;multiple diverse sensor data sources;residential environment;sensor technologies","","13","","33","","","","8-12 June 2015","","IEEE","IEEE Conferences"
"IoT Use Cases in Healthcare and Tourism","E. Balandina; S. Balandin; Y. Koucheryavy; D. Mouromtsev","IoT Program Project, FRUCT Oy, Helsinki, Finland","2015 IEEE 17th Conference on Business Informatics","20150914","2015","2","","37","44","Healthcare and tourism are among the fastest growing business domains in the world. These are biggest service industries that affect whole world population and give jobs to millions of people. Recently we witness major changes in both industries, as more services are transferred to small providers, including individual entrepreneurs and SMEs. This process is driven by huge growth in demand, which cannot be fulfilled by applying traditional solutions. The new generation of digital services reshapes landscape of both industries. Some players see it as a threat, as digital services replace their traditional business models. But fighting against progress is useless, especially when you cannot fulfill growing by old means. Internet of Things (IoT) is an integral part of the Future Internet ecosystem that will have major impact on development of healthcare and e-Tourism services. IoT provides an infrastructure to uniquely identify and link physical objects to their virtual representations in Internet. As a result any physical object can have virtual reflection in the service space. This gives an opportunity to replace actions on physical objects by operations on their virtual reflections, which can be done much faster, cheaper and more comfortable for people. This provides a huge space for developing and applying new business models. In this paper we summarize research and development results of IoT studies and discuss ideas on how to apply them to business.","2378-1963;23781963","Electronic:978-1-4673-7340-1; POD:978-1-4673-7341-8","10.1109/CBI.2015.16","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7264765","Healthcare;Internet of Things;IoT;Use Cases;e-Tourism","Business;Hospitals;Medical diagnostic imaging;Monitoring;Sensors;Smart phones","Internet of Things;health care;travel industry","Internet of Things;IoT use cases;e-tourism services;healthcare","","13","","21","","","","13-16 July 2015","","IEEE","IEEE Conferences"
"Lightweight and privacy-preserving agent data transmission for mobile Healthcare","S. Jiang; X. Zhu; R. Hao; H. Chi; H. Li; L. Wang","National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China","2015 IEEE International Conference on Communications (ICC)","20150910","2015","","","7322","7327","With the pervasiveness of smartphones and the advance of wireless body sensor networks (WBSNs), mobile healthcare (m-healthcare) has attracted considerable interest recently. In m-Healthcare, users' smartphones serve as bridges connecting their WBSNs and the healthcare center (HCC), i.e., send users' personal health information (PHI) collected by WBSNs to the HCC and receive the feedback. However, users' smartphones are not always available (e.g., left at home or out of power), resulting in an unexpected interruption of medical services sometimes, which are not considered in most existing schemes for m-healthcare. In this paper, we propose a lightweight and privacy-preserving agent data transmission scheme for m-healthcare in opportunistic social networks on condition that the smartphone is not available. By using the proposed protocol, we can provide uninterrupted healthcare while keeping the user's identity and PHI private during the agent transmitting of PHI. Security and performance analysis show that the proposed scheme can realize privacy-preservation and achieve secure end-to-end communication for m-healthcare, and is suitable for resource-limited WBSNs.","1550-3607;15503607","Electronic:978-1-4673-6432-4; USB:978-1-4673-6431-7","10.1109/ICC.2015.7249496","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7249496","","Cryptography;Data communication;Data privacy;Medical services;Privacy;Smart phones","body sensor networks;data communication;data privacy;health care;medical information systems;mobile computing;smart phones;social networking (online);telecommunication security","HCC;PHI;healthcare center;lightweight agent data transmission scheme;m-healthcare;medical services;mobile healthcare;opportunistic social networks;personal health information;privacy preserving agent data transmission;protocol;resource limited WBSN;secure end-to-end communication;security analysis;smartphone;wireless body sensor networks","","1","","18","","","","8-12 June 2015","","IEEE","IEEE Conferences"
"Smart interface for sensors in robot","Y. B. Kumar; S. Ilaiyaraja","Department of Electronics and Communication engineering, Velammal Institute of Technology, Chennai, India","2014 Sixth International Conference on Advanced Computing (ICoAC)","20150831","2014","","","145","149","Robots can be connected with wireless sensor networks. They need to gather the data from the surrounding environment, and they need a sensor interface. These robots can be worked with IoT environment. In fact, in traditional methods the number of sensors connected are minimized, sampling rate is less and even has a restriction over types of signal in sensors. Using reconfigurable smart sensor interface the complexity of the code can be reduced in IoT environment. In the proposed system, FPGA is taken as the main logic controller. It can parallel process the data in real time. It is smaller in size and has finer grain capability. It works faster than CPLD. This system uses IEEE1451.2 standard; this gives an intelligent sensor interface between sensors in robot. On the whole, it comprises both the hardware and software for a clever acquisition of information by common sensors. It is practically applied in disaster management control with good performance, and it can be also used in industrial and medical environment.","2377-6927;23776927","Electronic:978-1-4799-8159-5; POD:978-1-4799-8160-1","10.1109/ICoAC.2014.7229763","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7229763","FPGA;IEEE 1451.2 standard;robot;the Internet of Things","Cameras;Field programmable gate arrays;Hardware design languages;Robot sensing systems;Universal Serial Bus;Wireless sensor networks","IEEE standards;intelligent sensors;robots;wireless sensor networks","FPGA;IEEE 1451.2 standard;disaster management control;industrial environment;intelligent sensor interface;loT environment;main logic controller;medical environment;reconfigurable smart sensor interface;robot;wireless sensor networks","","0","","17","","","","17-19 Dec. 2014","","IEEE","IEEE Conferences"
"Health Monitoring and Management Using Internet-of-Things (IoT) Sensing with Cloud-Based Processing: Opportunities and Challenges","M. Hassanalieragh; A. Page; T. Soyata; G. Sharma; M. Aktas; G. Mateos; B. Kantarci; S. Andreescu","Dept. of ECE, Univ. of Rochester, Rochester, NY, USA","2015 IEEE International Conference on Services Computing","20150820","2015","","","285","292","Among the panoply of applications enabled by the Internet of Things (IoT), smart and connected health care is a particularly important one. Networked sensors, either worn on the body or embedded in our living environments, make possible the gathering of rich information indicative of our physical and mental health. Captured on a continual basis, aggregated, and effectively mined, such information can bring about a positive transformative change in the health care landscape. In particular, the availability of data at hitherto unimagined scales and temporal longitudes coupled with a new generation of intelligent processing algorithms can: (a) facilitate an evolution in the practice of medicine, from the current post facto diagnose-and-treat reactive paradigm, to a proactive framework for prognosis of diseases at an incipient stage, coupled with prevention, cure, and overall management of health instead of disease, (b) enable personalization of treatment and management options targeted particularly to the specific circumstances and needs of the individual, and (c) help reduce the cost of health care while simultaneously improving outcomes. In this paper, we highlight the opportunities and challenges for IoT in realizing this vision of the future of health care.","","Electronic:978-1-4673-7281-7; POD:978-1-4673-7282-4","10.1109/SCC.2015.47","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207365","IoT;analytics;remote health monitoring;visualization","Biomedical monitoring;Cloud computing;Medical diagnostic imaging;Medical services;Monitoring;Wearable sensors","Internet of Things;biomedical telemetry;body area networks;cloud computing;health care;medical signal processing;patient monitoring;wireless sensor networks","Internet-of-Things;IoT sensing;cloud-based processing;health care;health monitoring;intelligent processing algorithms;mental health;networked sensors;physical health;post facto diagnose-and-treat reactive paradigm","","56","","76","","","","June 27 2015-July 2 2015","","IEEE","IEEE Conferences"
"A Personal Healthcare System with Inference-as-a-Service","H. J. La; M. K. Kim; S. D. Kim","R&D Div., SmartyLab Corp., Seoul, South Korea","2015 IEEE International Conference on Services Computing","20150820","2015","","","249","255","The cost and effort for developing personal healthcare systems with IoT devices can be substantially high mainly due to complex inference capabilities. To tackle the problems, we proposed INFerence-as-a-Service (INFaaS) in our previous work. INFaaS is a cloud service which provides a core set of common functionality required to develop various context-aware applications. Since INFaaS is designed for generic purpose, its applicability and genericity should be verified in that sense. In this paper, we present a comprehensive case study of developing an IoT-based Personal Healthcare System with the INFaaS cloud framework. This system requires various inference algorithms to diagnose diseases with the acquired medical contexts, which will increase developers' overhead. We believe that a cloud service providing inference services such as INFaaS yields a tremendous benefits in terms of cost benefits.","","Electronic:978-1-4673-7281-7; POD:978-1-4673-7282-4","10.1109/SCC.2015.42","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207360","Disease Diagnosis;Inference;Inference-as-a-Service;Personal Healthcare System","Conferences;Service computing","Internet of Things;cloud computing;health care;medical computing;mobile computing","INFaaS cloud framework;IoT devices;cloud service;context-awareness;inference-as-a-service;personal healthcare system","","0","","21","","","","June 27 2015-July 2 2015","","IEEE","IEEE Conferences"
"The fog computing service for healthcare","Y. Shi; G. Ding; H. Wang; H. E. Roman; S. Lu","Mathematics, Physics and Information Engineering Zhejiang Normal University Jinhua, China","2015 2nd International Symposium on Future Information and Communication Technologies for Ubiquitous HealthCare (Ubi-HealthTech)","20150817","2015","","","1","5","Fog Computing is a new architecture to migrate some data center's tasks to the edge of the server. The fog computing, built on the edge servers, is viewed as a novel architecture that provides the limited computing, storing, and networking services in the distributed way between end devices and the traditional cloud computing Data Centers. It provides the logical intelligence to the end devices and filters the data for Data Centers. The primary objective of fog computing is to ensure the low and predictable latency in the latency-sensitive of Internet of Things (IoT) applications such as the healthcare services. This paper discusses the characteristics of fog computing and services that fog computing can provide in the healthcare system and its prospect.","","Electronic:978-1-4799-6168-9; POD:978-1-4799-6169-6","10.1109/Ubi-HealthTech.2015.7203325","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7203325","fog computing; IoT; cloud computing; latency; healthcare","Cloud computing;Clouds;Computer architecture;Delays;Medical services;Sensors;Servers","Internet of Things;cloud computing;computer centres;health care;medical computing","Internet of Things applications;cloud computing Data Centers;computing services;fog computing service;healthcare services;healthcare system;networking services;storing services","","10","","6","","","","28-30 May 2015","","IEEE","IEEE Conferences"
"Ubiquitous Approach to Body Hydration Testing","J. Chin; A. Tisan","Dept. of Comput. & Technol., Anglia Ruskin Univ., Cambridge, UK","2015 International Conference on Intelligent Environments","20150813","2015","","","144","147","Monitoring the human hydration level (BHL) is a key factor in preventing urinary system disorders. The paper proposes a smart holistic system that comprises two components: (1) a urine colour measurement system that can be installed in restrooms, and (2) a mobile app that can be used to interact with the measurement unit, track the user's BHL, view statistical data and advice. The main prototype was built based on low-cost embedded Internet devices coupled with RGB sensors and light sources. Based on the RGB theory, the system was tested in a laboratory, using liquid mixed with food colour of different shades. Results were presented on the mobile app. The system was successfully implemented, as a ubiquitous ""on-the-go"" self- test solution for raising awareness in a ""greener"" and ""user- friendly"" way.","","Electronic:978-1-4673-6654-0; POD:978-1-4673-6655-7","10.1109/IE.2015.30","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7194285","Ambient Intelligence;Body Hydration Level (BHL) detection and awareness;Cloud platform;Mobile Computing;Pervasive Computing;Smart;Smart sensor networks;Ubiquitous Health;smart Internet of Thing (IoT) and applications;ubiquitous self-test solutions","Color;Green products;Image color analysis;Internet of things;Light sources;Mobile communication;Sensors","Internet;level measurement;light sources;medical computing;mobile computing;patient monitoring;sensors","BHL;RGB sensors;body hydration testing;human hydration level monitoring;light sources;low-cost embedded Internet devices;measurement unit;mobile app;smart holistic system;ubiquitous approach;ubiquitous on-the-go self-test solution;urinary system disorder prevention;urine colour measurement system;view statistical data","","0","","18","","","","15-17 July 2015","","IEEE","IEEE Conferences"
"An Android-Based Mobile 6LoWPAN Network Architecture for Pervasive Healthcare","K. I. K. Wang; S. Dubey; A. Rajamohan; Z. Salcic","Dept. of Electr. & Comput. Eng., Univ. of Auckland, Auckland, New Zealand","2015 International Conference on Intelligent Environments","20150813","2015","","","49","56","Embedded sensors are increasingly seen in modern mobile and wearable devices to support better user activities and vital signs monitoring. While more wireless sensing devices are becoming available, network connectivity and scalability remain the key obstacles in achieving seamless information flow and service provision as envisaged by the vision of the Internet of Things. In this paper, a mobile 6LoWPAN network architecture is proposed by engaging Android-based mobile devices as edge routers to address the connectivity and scalability issues with the wider IP network for pervasive healthcare applications. The 6LoWPAN-based wireless sensor network, together with the Android edge router, form a mobile sub-network that allows seamless information exchange with the Internet and improves service availability for each end user. The proposed architecture includes a customised bare-metal 6LoWPAN protocol designed for ultra low power wireless sensor nodes for long term vital signs monitoring and integrated with Android devices for mobile internet access. The proposed network architecture is demonstrated and validated on a pervasive healthcare monitoring application.","","Electronic:978-1-4673-6654-0; POD:978-1-4673-6655-7","10.1109/IE.2015.15","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7194270","6LoWPAN;Android;Internet of Things;Pervasive Healthcare","Androids;Humanoid robots;IP networks;Internet;Routing protocols;Sensors;Wireless sensor networks","Android (operating system);IP networks;Internet of Things;medical computing;patient monitoring;personal area networks;routing protocols;wireless sensor networks","6LoWPAN-based wireless sensor network;Android devices;Android edge router;IP network;Internet of Things;android-based mobile 6LoWPAN network architecture;bare-metal 6LoWPAN protocol;embedded sensors;information exchange;information flow;longterm vital sign monitoring;mobile Internet access;mobile devices;mobile subnetwork;network architecture;network connectivity;network scalability;pervasive healthcare applications;pervasive healthcare monitoring application;service availability improvement;service provision;ultralow-power wireless sensor nodes;user activities;wearable devices;wireless sensing devices","","0","","18","","","","15-17 July 2015","","IEEE","IEEE Conferences"
"WHMS4: An integrated model for health remote monitoring: A case study in nursing homes for the elderly","T. de Souza Rios; R. M. da Silva Bezerra","GSORT, Instituto Federal da Bahia, Salvador, Bahia, Brasil","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","6","Daily monitoring of vital signs using wearable devices is gaining more research and applications every day. This paper describes a medical monitoring system using a group of sensors coupled at the body of a patient. The system developed in this work aims to help health care professionals to monitor patients and also provide users with a treatment without interference in their routine.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170581","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170581","Embbed systems;biofeedback;internet of things;ubiquitous computing;wearable health monitoring","Biomedical monitoring;Bluetooth;Electrocardiography;Hardware;IEEE 802.11 Standard;Monitoring;Software","geriatrics;health care;patient care;patient monitoring;sensors","WHMS4;daily vital sign monitoring;health care professionals;integrated health remote monitoring model;medical monitoring system;nursing homes;patient body;patient monitoring;sensors;wearable devices","","0","","17","","","","17-20 June 2015","","IEEE","IEEE Conferences"
"Web-based motion detection system for health care","Ruiling Gao; Minghuan Zhao; Zhihui Qiu; Yingzhou Yu; C. H. Chang","Electrical and Computer Engineering Department, Tufts University, 161 College Ave, Medford, MA, USA","2015 IEEE/ACIS 14th International Conference on Computer and Information Science (ICIS)","20150727","2015","","","65","70","Health care systems are increasingly equipped with wearable body sensors and smart-phones, offering intelligent monitoring and control. The Web of Things (WoT) integrates data from resource-constrained sensors into web applications and allows the realization of smart web-based healthcare systems. In this paper, a fully functional web-based motion detection system for health care is designed and implemented based on predefined requirements. We explored Contiki and its supported low-power wireless standards for 6LoWPAN-based Wireless Sensor Network (WSN) to address issues such as device registration and real-time bidirectional communication. We also designed a motion detection algorithm for this system. Further, a technical evaluation is presented to show the benefits of this kind of web-based healthcare systems in terms of performance and user experience. These methods and statistics are valuable for companies that are developing similar healthcare systems with these new and promising technologies.","","Electronic:978-1-4799-8679-8; POD:978-1-4799-8680-4","10.1109/ICIS.2015.7166571","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7166571","6LoWPAN;Contiki;Health Care;Motion Detection Algorithm;The Web of Things;Wireless Sensor Network","Medical services;Motion detection;Sensors;Standards;Web servers;Wireless sensor networks","Internet;Internet of Things;health care;wireless sensor networks","6LoWPAN-based WSN;6LoWPAN-based wireless sensor network;Contiki;Web of Things;Web-based motion detection system;WoT;device registration;intelligent monitoring and control;real-time bidirectional communication;resource-constrained sensors;smart Web-based healthcare systems","","0","","12","","","","June 28 2015-July 1 2015","","IEEE","IEEE Conferences"
"Comparison of ranking algorithms with dataspace","N. Lal; S. Qamar","Computer Science & Engineering, Research Scholar, Suresh Gyan Vihar University, Jaipur, Rajasthan, India","2015 International Conference on Advances in Computer Engineering and Applications","20150723","2015","","","565","572","With increased in digitization the amount of homogeneous, unstructured, semi-structured, structured or heterogeneous data being created and stored is exploding is collectively called “Dataspace”. Data being generated from various heterogeneous sources like, digital images, audio, video, online transactions, online social media, data from sensor nodes, click streams for different domains including, retails, medical, healthcare, energy, and day to day life utilities. In business, industries, institutions and organizations, individuals contribute the data volume like technical reports, seminar reports, research papers, dissertations, thesis etc. For instance, 30 billion web pages are accessed or the World Wide Web. With terrific number of pages of that exist today; search engines assume a significant role in the current internet of thing (IOT). So with billions of web pages accessible on the web, a user query entered in the search engine may returns thousands of web pages, and thus it becomes extremely important to rank these results in such a way that the most “related” or “important” or “authorized” pages are displayed first. This job of prioritizing the results is performed by ranking algorithms, and various search engines use different schemes for ranking the results. Ranking of data can also do in heterogeneous data to retrieve information from the Dataspace. The aim of this paper is to describe Dataspace and present a survey on ranking algorithms, and their comparison, Comparison is done on the basis of some parameters such as main technique use, methodology, and input parameter, and relevancy, quality of results, importance and limitations, search engines and time complexity of algorithms. In this we also explained how ranking can be used in Dataspace with challenges to information retrieval from heterogeneous data or from Dataspace.","","DVD:978-1-4673-6910-7; Electronic:978-1-4673-6911-4; POD:978-1-4673-6912-1","10.1109/ICACEA.2015.7164756","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7164756","Dataspace;IOT;database ranking;information retrieval;ranking;ranking algorithms;search engines algorithms","Algorithm design and analysis;Computers;Databases;Google;Search engines;Web pages","Internet of Things;data handling;social networking (online)","IOT;Internet of Thing;Web pages;World Wide Web;audio;click streams;dataspace;digital images;information retrieval;online social media;online transactions;ranking algorithms;search engine;search engines;sensor nodes;user query;video","","2","","31","","","","19-20 March 2015","","IEEE","IEEE Conferences"
"Moisture 0ensor feasibility on paper-based substrate","M. Balde; A. Vena; B. Sorli","Institut d'Electronique et des Syst&#x00E8;mes - UMR CNRS UM2 5214, Universit&#x00E9; Montpellier II - Campus St-Priest, 860 Rue St-Priest-Bat 5, 39195 Montpellier, Cedex 5, France","2015 Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS (DTIP)","20150720","2015","","","1","6","Nowadays, flexible electronics is a challenging research area cause of the increase of electronics component request for “the internet of things”, the food safety and the medical diagnostic applications. In our research, we work with an unusual substrate for microtechnologies such as paper, which is flexible, brittle, and biodegradable. Also, it can be folded, cut, perforated, crumpled, etc. This article focuses on monitoring porous Anodic Aluminum Oxide (AAO) layer on paper-based substrate for the detection of humidity. Porous AAO is a material with cylindrical pore geometry and high aspect ratio. Further, this material has many advantages, such as, easy fabrication, pore diameter's uniformity with high pore density (10<sup>11</sup>/cm<sup>2</sup>) and its use like humidity sensors. In summary, the AAO process fabrication on paper substrate is challenging causes of his ease of implementation, cost-effective and the use of a highly economical, conformable and ecological substrate. In this study, an experimental setup had been developed to anodize an aluminum layer deposit on flexible substrate by using phosphoric acid. Various anodization parameters (voltage, current density, temperature and concentration) have been investigated to obtain an AAO layer with good electrical properties and high reliability on flexible substrate. An interdigital capacitance has been deposited on the best AAO layer produced to fabricate a moisture sensor. The different sensors produced had been characterized versus humidity concentration and frequency in a climatic chamber. Depending on the AAO morphology parameters, the average sensitivity can be tuned from 0.8 pF/RH% to 9 pF/RH%.","","Electronic:978-1-4799-8625-5; POD:978-1-4799-8545-6; USB:978-1-4799-8626-2","10.1109/DTIP.2015.7161018","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7161018","aluminium oxide;humidity sensor;nanoporous AAO layer;paper-based substrate;thin film","Artificial intelligence;Biomedical monitoring;Moisture measurement;Monitoring;Polymers;Pressure measurement;Voltage measurement","aluminium compounds;anodisation;capacitance;flexible electronics;humidity sensors;paper;phosphors;porosity;thin film sensors","AAO morphology parameters;AAO process fabrication;Al<sub>2</sub>O<sub>3</sub>;Internet Of Things;aluminum layer deposit;anodization parameters;climatic chamber;cylindrical pore geometry;electronics component;flexible electronics;flexible substrate;food safety;high aspect ratio;interdigital capacitance;medical diagnostic applications;microtechnology;moisture sensor feasibility;paper-based substrate;phosphoric acid;porous AAO layer","","0","","24","","","","27-30 April 2015","","IEEE","IEEE Conferences"
"Drops: A multi-producer and multi-consumer data sharing framework with human experience","A. Jagatheesan; S. Maragathavel; M. Sivapurapu; J. Lee","Samsung Research America - Silicon Valley, 75 W Plumeria Drive, San Jose, CA 95134, USA","2015 12th Annual IEEE Consumer Communications and Networking Conference (CCNC)","20150716","2015","","","601","602","Just like the internet, Internet of things (IoT) with right standards and technologies, will impact multiple aspects of human lives including Smart Home, Smart Car and Healthcare. Healthcare of things (HoT) would enhance healthcare using the insight provided by sensor data. Healthcare users will subscribe to HoT services that use sensors to get activity data (such as steps walked, hours slept and so on) along with other health vitals (such as heart rate, temperature and weight) to improve user's health. Similarly Smart home users subscribe to a Smart home cloud service that will use data from home sensors. Most of these IoT scenarios have multiple producer, multiple consumer (MPMC) environments, with multiple sensors as producers of data, and multiple IoT services as consumers of data. Current literature and standards provide many protocols for data paths (data transfers) in these MPMC environments that can be used for IoT. However, data paths in MPMC environment must be easily configurable and manageable by end users in order for IoT to be more appealing to a broader user community. Multiple sensors with multiple applications from each manufacturer to control them would not be preferred by users. Also, IoT users need to be able easily choose between multiple options for service providers. In this demonstration, we highlight how user experience perspectives impact the data framework design in MPMC environments, using our drops data framework infrastructure. We hope to have these concepts included IoT standardization efforts. This demonstration was also made at CES at the IEEE booth.","2331-9852;23319852","CD-ROM:978-1-4799-6389-8; Electronic:978-1-4799-6390-4; POD:978-1-4799-6391-1","10.1109/CCNC.2015.7158042","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158042","Consumer Electronics;Internet of Things;IoT Data Framework;IoT Protocols","Internet;Medical services;Protocols;Smart homes;Standards;Temperature distribution;Temperature sensors","IEEE standards;Internet of Things;cloud computing;health care;home automation;sensor fusion","CES;Healthcare of things;HoT service;IEEE booth;Internet of things;IoT;MPMC;broader user community;human experience;multiple sensor;multiproducer multiconsumer data sharing framework;smart car;smart home cloud service","","1","","2","","","","9-12 Jan. 2015","","IEEE","IEEE Conferences"
"End-to-end service assurance in IoT MQTT-SN","K. Govindan; A. P. Azad","Samsung Advanced Institute of Technology, Samsung R&D Institute, Bangalore, India, 560037","2015 12th Annual IEEE Consumer Communications and Networking Conference (CCNC)","20150716","2015","","","290","296","MQTT-SN offers energy efficient data transportation under unreliable wireless environment with limited energy/ bandwidth. However, MQTT-SN faces a new set of challenges for service guarantees when operated for a reliable or time-critical applications. The impact of various network parameters on the MQTT-SN service assurance requires an end-to-end system study, which are unexplored yet. In this paper we analyze in detail about the end-to-end service assurance parameters such as content delivery delay and probability of content delivery for a MQTT-SN to be used in health care Internet of Things (IoT). To model the end-to-end delay, various entities of the MQTT-SN including handshake messages in MQTT-SN Pub/sub architecture over TCP, over UDP and then the queuing delay involved in server have been considered. We model the MQTT content and request server as a round-robin queue scheduler and also model a TOPIC ID based matching station that delivers the content on requested TOPIC ID. With this model we derive the end-to-end content delivery probability and content delivery delay estimate as functions of MQTT-SN system parameters such as content arrival rate, request arrival rate, possession time of content in server, possession time of request in server, number of content arrivals and number of requests arrivals. Both these service assurance parameters will give more insight into the number of content/request arrivals that can be supported for a given service assurance requirement. In addition these service assurance parameters will be of help to design the system more effectively. We carry out a detailed ns2 based simulation to show impacts of various system parameters on the network performances for various QoS services designed for MQTT-SN system.","2331-9852;23319852","CD-ROM:978-1-4799-6389-8; Electronic:978-1-4799-6390-4; POD:978-1-4799-6391-1","10.1109/CCNC.2015.7157991","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7157991","","Delays;Logic gates;Medical services;Quality of service;Round robin;Subscriptions;Transportation","Internet of Things;computer network reliability;delay estimation;energy conservation;probability;quality of service;queueing theory;radiotelemetry;telecommunication scheduling;transport protocols;wireless sensor networks","NS2 based simulation;QoS service;TCP;TOPIC ID based matching station;UDP;content delivery delay estimation;end-to-end content delivery probability;end-to-end service assurance;energy efficient data transportation;health care Internet of Things;loT MQTT-SN;message queue telemetry transport;round-robin queue scheduler;wireless environment","","4","","19","","","","9-12 Jan. 2015","","IEEE","IEEE Conferences"
"Bridging e-Health and the Internet of Things: The SPHERE Project","N. Zhu; T. Diethe; M. Camplani; L. Tao; A. Burrows; N. Twomey; D. Kaleshi; M. Mirmehdi; P. Flach; I. Craddock","University of Bristol","IEEE Intelligent Systems","20150714","2015","30","4","39","46","There's a widely known need to revise current forms of healthcare provision. Of particular interest are sensing systems in the home, which have been central to several studies. This article presents an overview of this rapidly growing body of work, as well as the implications for machine learning, with an aim of uncovering the gap between the state of the art and the broad needs of healthcare services in ambient assisted living. Most approaches address specific healthcare concerns, which typically result in solutions that aren't able to support full-scale sensing and data analysis for a more generic healthcare service, but the approach in this article differs from seamlessly linking multimodel data-collecting infrastructure and data analytics together in an AAL platform. This article also outlines a multimodality sensor platform with heterogeneous network connectivity, which is under development in the sensor platform for healthcare in a residential environment (SPHERE) Interdisciplinary Research Collaboration (IRC).","1541-1672;15411672","","10.1109/MIS.2015.57","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7156004","Internet of Things;ambient assisted living;e-health;intelligent systems","Ambient networks;Assisted living;Biomedical monitoring;Internet of things;Logic gates;Medical services;Sensors;Smart homes","Internet of Things;assisted living;data analysis;learning (artificial intelligence)","AAL platform;IRC;Interdisciplinary Research Collaboration;Internet of Things;SPHERE project;ambient assisted living;e-health;healthcare services;heterogeneous network connectivity;machine learning;multimodality sensor platform;sensor platform for healthcare in a residential environment","","29","","30","","","","July-Aug. 2015","","IEEE","IEEE Journals & Magazines"
