(((Internet-of-Things) AND Internet of Things) AND Health)
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Lightweight and privacy-preserving agent data transmission for mobile Healthcare","S. Jiang; X. Zhu; R. Hao; H. Chi; H. Li; L. Wang","National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China","2015 IEEE International Conference on Communications (ICC)","20150910","2015","","","7322","7327","With the pervasiveness of smartphones and the advance of wireless body sensor networks (WBSNs), mobile healthcare (m-healthcare) has attracted considerable interest recently. In m-Healthcare, users' smartphones serve as bridges connecting their WBSNs and the healthcare center (HCC), i.e., send users' personal health information (PHI) collected by WBSNs to the HCC and receive the feedback. However, users' smartphones are not always available (e.g., left at home or out of power), resulting in an unexpected interruption of medical services sometimes, which are not considered in most existing schemes for m-healthcare. In this paper, we propose a lightweight and privacy-preserving agent data transmission scheme for m-healthcare in opportunistic social networks on condition that the smartphone is not available. By using the proposed protocol, we can provide uninterrupted healthcare while keeping the user's identity and PHI private during the agent transmitting of PHI. Security and performance analysis show that the proposed scheme can realize privacy-preservation and achieve secure end-to-end communication for m-healthcare, and is suitable for resource-limited WBSNs.","1550-3607;15503607","Electronic:978-1-4673-6432-4; USB:978-1-4673-6431-7","10.1109/ICC.2015.7249496","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7249496","","Cryptography;Data communication;Data privacy;Medical services;Privacy;Smart phones","body sensor networks;data communication;data privacy;health care;medical information systems;mobile computing;smart phones;social networking (online);telecommunication security","HCC;PHI;healthcare center;lightweight agent data transmission scheme;m-healthcare;medical services;mobile healthcare;opportunistic social networks;personal health information;privacy preserving agent data transmission;protocol;resource limited WBSN;secure end-to-end communication;security analysis;smartphone;wireless body sensor networks","","1","","18","","","","8-12 June 2015","","IEEE","IEEE Conferences"
"A TOR-based anonymous communication approach to secure smart home appliances","N. P. Hoang; D. Pishva","Institute of Information & Communications Technology, APU (Ritsumeikan Asia Pacific University), Japan","2015 17th International Conference on Advanced Communication Technology (ICACT)","20150827","2015","","","517","525","Digital information has become a social infrastructure and with the expansion of the Internet, network infrastructure has become an indispensable part of social life and industrial activity for mankind. The idea of using existing electronics in smart home appliances and connecting them to the Internet is a new dimension along which technologies continue to grow, and in recent years mankind has witnessed an upsurge of usage of devices such as smart phone, smart television, home health-care device, smart LED light bulbs system, etc. Their build-in internet-controlled function has made them quite attractive to many segments of consumers and smart phone has become a common gadget for social networking. There are, however, serious challenges which need to be addressed as these tiny devices are designed for specific functions and lack processing capacity required for most security software. This research explores how these internet-enabled smart devices can be turned into very dangerous spots for distributed attacks purposes by cybercriminals for various ill intensions in a pinpointed manner. It then introduces a new approach to deal with such problems by taking advantage of the anonymous communication of the Onion Router (hereafter: TOR). It compares pros and cons of using anonymous communication scheme and justifies it be an efficient countermeasure to most attack scenarios.","1738-9445;17389445","CD-ROM:978-8-9968-6504-9; Electronic:978-8-9968-6505-6; POD:978-1-4673-8116-1","10.1109/ICACT.2015.7224918","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7224918","Anonymous Communication;Security;Smart Appliances;the Internet of Things;the Onion Router (TOR)","Computer crime;Home appliances;IP networks;Internet;Smart homes;TV","Internet of Things;domestic appliances;security of data;smart phones","Internet of Things;Internet-enabled smart device;IoT;TOR-based anonymous communication;The Onion Router;smart home appliance security;smart phone","","3","","20","","","","1-3 July 2015","","IEEE","IEEE Conferences"
"Healthcare informatics and analytics framework","C. I. Sheriff; T. Naqishbandi; A. Geetha","Department of CSE, B.S.Abdur Rahman University, Chennai, India","2015 International Conference on Computer Communication and Informatics (ICCCI)","20150824","2015","","","1","6","Healthcare industry is constantly undergoing changes owing to the advancements made in its medical and technological dimensions. Healthcare Informatics has evolved over decades by leveraging upon best of the computer technologies available. It has come a long way from being just a database to a comprehensive source of useful information for analytics and research. Emergence of technology paradigms like Big Data, Internet of Things (IoT), Complex Even Processing (CEP), Cloud Computing etc are changing the way things were. Healthcare informatics is now at juncture to find a complete solution to all its woes by adopting an integrated solution framework based on Big Data, IoT and CEP. This paper proposes one such framework which can act as reference for implementing a holistic healthcare informatics and analytics ecosystem.","","Electronic:978-1-4799-6805-3; POD:978-1-4799-6806-0","10.1109/ICCCI.2015.7218108","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7218108","Big Data;CEP;Complex Event Processing;Healthcare Analytics;Healthcare Informatics;Internet of Things;IoT","Big data;Databases;Industries;Informatics;Internet of things;Medical services;Monitoring","Big Data;Internet of Things;health care;medical information systems","Big Data;CEP;Internet of Things;IoT;cloud computing;complex even processing;computer technologies;emergence of technology paradigms;healthcare analytics ecosystem;healthcare analytics framework;healthcare industry;healthcare informatics ecosystem;technological dimensions","","1","","19","","","","8-10 Jan. 2015","","IEEE","IEEE Conferences"
"A Personal Healthcare System with Inference-as-a-Service","H. J. La; M. K. Kim; S. D. Kim","R&D Div., SmartyLab Corp., Seoul, South Korea","2015 IEEE International Conference on Services Computing","20150820","2015","","","249","255","The cost and effort for developing personal healthcare systems with IoT devices can be substantially high mainly due to complex inference capabilities. To tackle the problems, we proposed INFerence-as-a-Service (INFaaS) in our previous work. INFaaS is a cloud service which provides a core set of common functionality required to develop various context-aware applications. Since INFaaS is designed for generic purpose, its applicability and genericity should be verified in that sense. In this paper, we present a comprehensive case study of developing an IoT-based Personal Healthcare System with the INFaaS cloud framework. This system requires various inference algorithms to diagnose diseases with the acquired medical contexts, which will increase developers' overhead. We believe that a cloud service providing inference services such as INFaaS yields a tremendous benefits in terms of cost benefits.","","Electronic:978-1-4673-7281-7; POD:978-1-4673-7282-4","10.1109/SCC.2015.42","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207360","Disease Diagnosis;Inference;Inference-as-a-Service;Personal Healthcare System","Conferences;Service computing","Internet of Things;cloud computing;health care;medical computing;mobile computing","INFaaS cloud framework;IoT devices;cloud service;context-awareness;inference-as-a-service;personal healthcare system","","0","","21","","","","June 27 2015-July 2 2015","","IEEE","IEEE Conferences"
"The fog computing service for healthcare","Y. Shi; G. Ding; H. Wang; H. E. Roman; S. Lu","Mathematics, Physics and Information Engineering Zhejiang Normal University Jinhua, China","2015 2nd International Symposium on Future Information and Communication Technologies for Ubiquitous HealthCare (Ubi-HealthTech)","20150817","2015","","","1","5","Fog Computing is a new architecture to migrate some data center's tasks to the edge of the server. The fog computing, built on the edge servers, is viewed as a novel architecture that provides the limited computing, storing, and networking services in the distributed way between end devices and the traditional cloud computing Data Centers. It provides the logical intelligence to the end devices and filters the data for Data Centers. The primary objective of fog computing is to ensure the low and predictable latency in the latency-sensitive of Internet of Things (IoT) applications such as the healthcare services. This paper discusses the characteristics of fog computing and services that fog computing can provide in the healthcare system and its prospect.","","Electronic:978-1-4799-6168-9; POD:978-1-4799-6169-6","10.1109/Ubi-HealthTech.2015.7203325","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7203325","fog computing; IoT; cloud computing; latency; healthcare","Cloud computing;Clouds;Computer architecture;Delays;Medical services;Sensors;Servers","Internet of Things;cloud computing;computer centres;health care;medical computing","Internet of Things applications;cloud computing Data Centers;computing services;fog computing service;healthcare services;healthcare system;networking services;storing services","","10","","6","","","","28-30 May 2015","","IEEE","IEEE Conferences"
"Ubiquitous Approach to Body Hydration Testing","J. Chin; A. Tisan","Dept. of Comput. & Technol., Anglia Ruskin Univ., Cambridge, UK","2015 International Conference on Intelligent Environments","20150813","2015","","","144","147","Monitoring the human hydration level (BHL) is a key factor in preventing urinary system disorders. The paper proposes a smart holistic system that comprises two components: (1) a urine colour measurement system that can be installed in restrooms, and (2) a mobile app that can be used to interact with the measurement unit, track the user's BHL, view statistical data and advice. The main prototype was built based on low-cost embedded Internet devices coupled with RGB sensors and light sources. Based on the RGB theory, the system was tested in a laboratory, using liquid mixed with food colour of different shades. Results were presented on the mobile app. The system was successfully implemented, as a ubiquitous ""on-the-go"" self- test solution for raising awareness in a ""greener"" and ""user- friendly"" way.","","Electronic:978-1-4673-6654-0; POD:978-1-4673-6655-7","10.1109/IE.2015.30","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7194285","Ambient Intelligence;Body Hydration Level (BHL) detection and awareness;Cloud platform;Mobile Computing;Pervasive Computing;Smart;Smart sensor networks;Ubiquitous Health;smart Internet of Thing (IoT) and applications;ubiquitous self-test solutions","Color;Green products;Image color analysis;Internet of things;Light sources;Mobile communication;Sensors","Internet;level measurement;light sources;medical computing;mobile computing;patient monitoring;sensors","BHL;RGB sensors;body hydration testing;human hydration level monitoring;light sources;low-cost embedded Internet devices;measurement unit;mobile app;smart holistic system;ubiquitous approach;ubiquitous on-the-go self-test solution;urinary system disorder prevention;urine colour measurement system;view statistical data","","0","","18","","","","15-17 July 2015","","IEEE","IEEE Conferences"
"Multi-thread based middleware for sensor network virtualization","Z. Khalid; N. Fisal; S. Zubair; R. Ullah; H. Safdar; W. Maqbool; U. Khalid","UTM-MIMOS, Center of Excellence for Telecommunication Technology Faculty of Electrical Engineering, Universiti Teknologi Malaysia (UTM) Johor, Malaysia","2015 5th National Symposium on Information Technology: Towards New Smart World (NSITNSW)","20150806","2015","","","1","6","Wireless Sensor Network (WSN) has led to a new paradigm of Internet of Everything (IoE). In case of Ambient Assisted Living (AAL) that is based on the sensor network is usually deployed for single application. However, the future of WSNs based on sensors lies in the multiple application support and the aggregation of resources either in the form of hardware or software. To deal with the challenges of aggregation of sensors in the health care environment, virtualization of a sensor network is an evolving concept that enables aggregation of multiple independent heterogeneous sensor networks under one roof. In order to virtualize the sensors and networks, middleware layer role is the most dominant one. Furthermore, middleware for sensors poses the overhead challenges like processing time, memory utilization, sampling rate, delay, and power consumption. In this paper efforts have been put forward by proposing a middleware framework for sensor network that uses multi-threading technique that increases the sampling frequency and reduces the delay caused by the hardware abstraction layer that resides on top each sensor node. Mathematical model shows significant improvement in the processing time.","","Electronic:978-1-4799-7626-3; POD:978-1-4799-7627-0","10.1109/NSITNSW.2015.7176421","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7176421","Middleware;SHAAL;Virtual Sensor Networks (VSN);Wireless Sensor Network (WSN);sensor nodes","Delays;Hardware;Logic gates;Middleware;Smart homes;Virtualization;Wireless sensor networks","Internet of Things;ambient intelligence;middleware;multi-threading;virtualisation;wireless sensor networks","AAL;Internet of Everything;IoE;WSN;ambient assisted living;middleware;multithreading technique;sensor network virtualization;wireless sensor network","","0","","32","","","","17-19 Feb. 2015","","IEEE","IEEE Conferences"
"WHMS4: An integrated model for health remote monitoring: A case study in nursing homes for the elderly","T. de Souza Rios; R. M. da Silva Bezerra","GSORT, Instituto Federal da Bahia, Salvador, Bahia, Brasil","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","6","Daily monitoring of vital signs using wearable devices is gaining more research and applications every day. This paper describes a medical monitoring system using a group of sensors coupled at the body of a patient. The system developed in this work aims to help health care professionals to monitor patients and also provide users with a treatment without interference in their routine.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170581","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170581","Embbed systems;biofeedback;internet of things;ubiquitous computing;wearable health monitoring","Biomedical monitoring;Bluetooth;Electrocardiography;Hardware;IEEE 802.11 Standard;Monitoring;Software","geriatrics;health care;patient care;patient monitoring;sensors","WHMS4;daily vital sign monitoring;health care professionals;integrated health remote monitoring model;medical monitoring system;nursing homes;patient body;patient monitoring;sensors;wearable devices","","0","","17","","","","17-20 June 2015","","IEEE","IEEE Conferences"
"Web-based motion detection system for health care","Ruiling Gao; Minghuan Zhao; Zhihui Qiu; Yingzhou Yu; C. H. Chang","Electrical and Computer Engineering Department, Tufts University, 161 College Ave, Medford, MA, USA","2015 IEEE/ACIS 14th International Conference on Computer and Information Science (ICIS)","20150727","2015","","","65","70","Health care systems are increasingly equipped with wearable body sensors and smart-phones, offering intelligent monitoring and control. The Web of Things (WoT) integrates data from resource-constrained sensors into web applications and allows the realization of smart web-based healthcare systems. In this paper, a fully functional web-based motion detection system for health care is designed and implemented based on predefined requirements. We explored Contiki and its supported low-power wireless standards for 6LoWPAN-based Wireless Sensor Network (WSN) to address issues such as device registration and real-time bidirectional communication. We also designed a motion detection algorithm for this system. Further, a technical evaluation is presented to show the benefits of this kind of web-based healthcare systems in terms of performance and user experience. These methods and statistics are valuable for companies that are developing similar healthcare systems with these new and promising technologies.","","Electronic:978-1-4799-8679-8; POD:978-1-4799-8680-4","10.1109/ICIS.2015.7166571","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7166571","6LoWPAN;Contiki;Health Care;Motion Detection Algorithm;The Web of Things;Wireless Sensor Network","Medical services;Motion detection;Sensors;Standards;Web servers;Wireless sensor networks","Internet;Internet of Things;health care;wireless sensor networks","6LoWPAN-based WSN;6LoWPAN-based wireless sensor network;Contiki;Web of Things;Web-based motion detection system;WoT;device registration;intelligent monitoring and control;real-time bidirectional communication;resource-constrained sensors;smart Web-based healthcare systems","","0","","12","","","","June 28 2015-July 1 2015","","IEEE","IEEE Conferences"
"Frequency hopped wireless passive sensing system with harmonic transponder antenna sensor","H. Huang; P. Y. Chen; C. H. Hung; R. Gharpurey; D. Akinwande","Dept. of ECE, the University of Texas at Austin, USA","2015 IEEE MTT-S International Microwave Symposium","20150727","2015","","","1","4","This paper presents a passive wireless sensing paradigm based on the harmonic transponder comprising an antenna covered with a metamaterial-inspired helical structure, which is sensitive to the liquid-level within. An interrogator transmits frequency hopped UHF RFID signals to the transponder, and a sniffer detects the harmonic signal from the transponder and decodes its RSSI array. A μL-resolution absolute accuracy sensing is demonstrated to support the low-cost ubiquitous liquid monitoring.","0149-645X;0149645X","Electronic:978-1-4799-8275-2; POD:978-1-4799-8276-9","10.1109/MWSYM.2015.7167123","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7167123","RFID;antenna;frequency hopping;harmonic transponder;healthcare;internet of things;wireless sensors","Arrays;Assembly;Containers;Helical antennas;Lead;Radiofrequency identification","Internet of Things;RSSI;array signal processing;frequency hop communication;health care;helical antennas;metamaterial antennas;radiofrequency identification;signal detection;telemedicine;transponders;wireless sensor networks","μL-resolution absolute accuracy sensing;RSSI array;frequency hopped UHF RFID signals;frequency hopped wireless passive sensing system;harmonic signal detection;harmonic transponder antenna sensor;healthcare Internet-of-things;interrogator;low-cost ubiquitous liquid monitoring;metamaterial-inspired helical structure;passive wireless sensing paradigm;sniffer;wireless liquid-level monitoring","","1","","13","","","","17-22 May 2015","","IEEE","IEEE Conferences"
"Review of Internet of Things in development of smart cities with data management & privacy","A. W. Burange; H. D. Misalkar","Department of Information Technology, PRMIT&R, Badnera-444701, Maharashtra, India","2015 International Conference on Advances in Computer Engineering and Applications","20150723","2015","","","189","195","Internet of Things (IoT) is a structure in which objects, people are provided with exclusive identity and the ability to relocate data over a network without requiring two way handshaking between human-to-human i.e. source to destination or human-to-computer interaction. Internet of things has emerged from divergence of wireless technologies. Internet of Things extends internet connectivity ahead of traditional devices like desktop and laptop, smart-phones to a various range of devices and day by day things that develop embedded tools to communicate & interrelate with the external environment through the internet. Internet of Things is a new revolution of the Internet. Objects make them identifiable and they obtain intelligence by making circumstance related decisions by the desirable quality of fact that they can share information about themselves. They can access the data that has been collected by other things. The aim of the Internet of Things is to support “Ubiquity” that enable things to be connected anytime, anywhere, with anything and anyone ideally using any path/network and any service. Over the last few decades, analysis for the development of market strategy and applications along with their economic strength & its impact on focusing social and physiological, economical growth, technical current trends has been changed dramatically. Over the past four decades, the definition of Smart Cities has emerged to mean many things to many people. Meaning of “smart” is utilizing sensitive information and communications technology (ICT) remains consistent with the Internet Technologies to address urban challenges.","","DVD:978-1-4673-6910-7; Electronic:978-1-4673-6911-4; POD:978-1-4673-6912-1","10.1109/ICACEA.2015.7164693","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7164693","smart city;smart grid;smart health;smart home","Buildings;Cities and towns;Computers;Internet of things;Monitoring;Smart grids","Internet;Internet of Things;data privacy;smart cities","ICT;Internet connectivity;Internet of Things;IoT;data management;data privacy;desktop;economic strength;economical growth;human-to-computer interaction;information and communications technology;laptop;market strategy;smart city development;smart-phones;wireless technology","","2","","24","","","","19-20 March 2015","","IEEE","IEEE Conferences"
"Design and development of a smart weighing scale for beehive monitoring","D. W. Fitzgerald; F. E. Murphy; W. M. D. Wright; P. M. Whelan; E. M. Popovici","Department of Electrical and Electronic Engineering, University College Cork, Cork, Ireland","2015 26th Irish Signals and Systems Conference (ISSC)","20150723","2015","","","1","6","In recent years monitoring of beehives through technology has become increasingly frequent in research and industry. This is due to a decline in beekeeping, and stagnant honey bee populations across the globe, due to, among other factors, pests and disease. Recent advances in the area of low power wireless sensor network technology can be applied to the beehive for a better understanding of the colony's condition. This combination of engineering and beekeeping has led to the emergence of Precision Beekeeping. One of the key metrics of the strength of a beehive is the weight of the colony. Changes in weight can accurately reflect the productivity of the colony, as well as its health and condition. This paper describes the development of a wireless platform weighing scales, for implementation as part of a smart beehive. A single point impact load cell was selected as the most appropriate load sensor and was integrated into the design of the scales. The final weighing system was interfaced via a high precision analogue to digital converter to an off-the-shelf processing platform enabled with a low power Zigbee radio, to allow for data transfer to the base station. An initial simulation of the scale's ability was carried out, using standard weights to simulate the brood chamber of a beehive and varying weight to mimic the production and consumption of honey. The results showed that the initial platform scale has a linear output characteristic. The analogue to digital converter was evaluated and the system was found to be able to detect changes in weight in the order of tens of grams. A power analysis of the system was also undertaken to confirm that the solution was suitable for remote, battery powered, deployments.","","Electronic:978-1-4673-6974-9; POD:978-1-4673-6975-6","10.1109/ISSC.2015.7163763","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7163763","Biological and physical sensors;Environmental monitoring;Internet of Things (IoT);Precision apiary;Precision weighing;Wireless Sensor Networks (WSN)","Computer architecture;Force;Semiconductor device measurement;Software;Strain;Weight measurement;Wireless sensor networks","Zigbee;analogue-digital conversion;balances;weighing;wireless sensor networks","analogue to digital converter;base station;colony condition;data transfer;linear output characteristics;load sensor;low power Zigbee radio;low power wireless sensor network technology;power analysis;precision beekeeping;single point impact load cell;smart beehive monitoring;smart wireless platform weighing scale;stagnant honey bee population","","0","","14","","","","24-25 June 2015","","IEEE","IEEE Conferences"
"E-HAMC: Leveraging Fog computing for emergency alert service","M. Aazam; E. N. Huh","Computer Engineering Department, Kyung Hee University, South Korea","2015 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops)","20150629","2015","","","518","523","Timeliness is one the most important factors in emergency management. Emergency notification mechanism has to be hassle free and quick, in order to have efficient response for any disaster, health-fix, act of terrorism, etc. In this paper, we present service architecture for emergency alert, using Fog computing. Fog computing brings cloud resources close to the underlying devices and IoTs, which makes it ideal for latency sensitive services. Furthermore, Fog is used for offloading resource constrained devices. Our smart phone based service, known as Emergency Help Alert Mobile Cloud (E-HAMC) provides a quick way of notifying the relevant emergency dealing department, utilizing the services of Fog for offloading as well as pre-processing purposes. The service sends the location of incident and contacts the appropriate emergency dealing department automatically through already stored contact numbers. The emergency related information is then synchronized automatically from Fog to the Cloud, allowing further analysis and improvement in safety of the people and creates extended portfolio of services for the concerned authorities as well as the users. Performance in most certain scenarios is also evaluated and presented in this study, which shows the applicability of our system and its future prospects.","","Electronic:978-1-4799-8425-1; POD:978-1-4799-8426-8; USB:978-1-4799-8424-4","10.1109/PERCOMW.2015.7134091","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7134091","Edge Computing;Fog computing;M2M;Micro Data Center (MDC);emergency alert;mobile cloud computing","Accidents;Cloud computing;Delays;Emergency services;Mobile communication;Synchronization;Vehicles","Internet of Things;cloud computing;emergency management;mobile computing","E-HAMC;Emergency Help Alert Mobile Cloud;IoT;cloud resources;emergency alert service architecture;emergency related information;fog computing;latency sensitive services;offloading;smart phone based service","","12","","17","","","","23-27 March 2015","","IEEE","IEEE Conferences"
"Fault tolerant and scalable IoT-based architecture for health monitoring","T. N. Gia; A. M. Rahmani; T. Westerlund; P. Liljeberg; H. Tenhunen","Department of Information Technology, University of Turku, Turku, Finland","2015 IEEE Sensors Applications Symposium (SAS)","20150625","2015","","","1","6","A novel Internet of Things based architecture supporting scalability and fault tolerance for healthcare is presented in this paper. The wireless system is constructed on top of 6LoWPAN energy efficient communication infrastructure to maximize the operation time. Fault tolerance is achieved via backup routing between nodes and advanced service mechanisms to maintain connectivity in case of failing connections between system nodes. The presented fault tolerance approach covers many fault situations such as malfunction of sink node hardware and traffic bottleneck at a node due to a high receiving data rate. A method for extending the number of medical sensing nodes at a single gateway is presented. A complete system architecture providing a quantity of features from bio-signal acquisition such as Electrocardiogram (ECG), Electroencephalography (EEG), and Electromyography (EMG) to the representation of graphical waveforms of these gathered bio-signals for remote real-time monitoring is proposed.","","Electronic:978-1-4799-6117-7; POD:978-1-4799-6118-4; USB:978-1-4799-6116-0","10.1109/SAS.2015.7133626","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7133626","6LoWPAN;Fault Tolerance;Internet of Things;Remote Patient Monitoring;Scalability;Wireless Sensor Network (WSN);e-Health","Fault tolerance;Fault tolerant systems;Logic gates;Medical services;Monitoring;System-on-chip;Temperature sensors","Internet of Things;bioelectric phenomena;electrocardiography;electroencephalography;electromyography;fault tolerance;health care","6LoWPAN energy efficient communication infrastructure;Internet of Things based architecture;backup routing;bio-signal acquisition;electrocardiogram;electroencephalography;electromyography;fault tolerance;health monitoring;healthcare;medical sensing nodes;operation time;scalability;sink node hardware;traffic bottleneck;wireless system","","5","","20","","","","13-15 April 2015","","IEEE","IEEE Conferences"
"M2M service platforms and device management","I. Danila; R. Dobrescu; D. Popescu; R. Marcu; L. Ichim","Faculty of Automatic Control and Computer Science, University Politehnica of Bucharest, Bucharest, Romania","2015 9th International Symposium on Advanced Topics in Electrical Engineering (ATEE)","20150625","2015","","","67","72","The main goal of network-connected machines is to improve the quality of lives in numerous ways: from speeding up traffic, reducing fuel consumption, saving lives, improving access to healthcare, down to making everyday life more convenient and interesting. The development will make possible to include a chip in everything, enabling the developers and innovators in diverse industries to collaborate and to drive the growth in connections. In this paper, we review the functionalities of the M2M ecosystem together with the standard models and explore the possibilities to use a specific connection management platform enabled by 3GPP mobile networks and utilizing OMA Lightweight M2M Enabler (LWM2M) for device management. Although this technology targets mainly constrained devices with low power and small amount of memory, it can be also utilized with powerful devices and sensors that can benefit from its efficient communication and strong security mechanisms. Being based on the very last standards in M2M communication there is no other documented approach or platform to set against.","2068-7966;20687966","Electronic:978-1-4799-7514-3; POD:978-1-4799-7515-0; USB:978-1-4673-8093-5","10.1109/ATEE.2015.7133674","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7133674","Internet of Things;M2M;cloud computing;mobile network","Computer architecture;Logic gates;Protocols;Servers;Telecommunication standards","3G mobile communication;Internet of Things;health care;security of data","3GPP mobile networks;LWM2M;M2M communication;M2M ecosystem;M2M service platforms;OMA lightweight M2M enabler;connection management platform;device management;network-connected machines","","1","","19","","","","7-9 May 2015","","IEEE","IEEE Conferences"
"Architectural approach to the multisource health monitoring application design","A. Borodin; Y. Zavyalova; A. Zaharov; I. Yamushev","Petrozavodsk State University (PetrSU), Petrozavodsk, Russia","2015 17th Conference of Open Innovations Association (FRUCT)","20150608","2015","","","16","21","Forward-looking personalized health care services tend to utilize benefits of smart spaces. Particularly, a smartphone app can be used as a hub for collecting and preprocessing of the vital health parameters provided by various sensors. Thus, the IoT-enabled mHealth apps should be designed to be easy extendable for the new kinds of data sources and processing units. In this paper, the architecture of mobile app supporting several data sources is described. Also, implementation issues related to Android and Windows Phone platforms are discussed.","2305-7254;23057254","Electronic:978-5-7577-0493-7; POD:978-1-4799-8607-1","10.1109/FRUCT.2015.7117965","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7117965","","Biomedical monitoring;Bluetooth;Electrocardiography;Heart rate;Medical services;Monitoring;Sensors","Internet of Things;application program interfaces;health care;medical computing;mobile computing","Android platforms;Internet of Things;IoT-enabled mHealth apps;Windows Phone platforms;architectural approach;data sources;health parameters collection;health parameters preprocessing;multisource health monitoring application design;personalized health care services;smart phone application;smart spaces","","11","","33","","","","20-24 April 2015","","IEEE","IEEE Conferences"
"Energy efficient design and energy harvesting for energy autonomous systems","M. Takamiya","University of Tokyo, Tokyo, Japan","VLSI Design, Automation and Test(VLSI-DAT)","20150601","2015","","","1","3","Energy autonomy enabled by the energy efficient design and the energy harvesting is the one of the top requirements for maintenance-free IoT sensor nodes and wearable/implanted devices. In this paper, energy efficient ultra-low voltage (<; 0.5V) circuits are shown. Energy autonomous wearable healthcare devices using the flexible, large-area, and distributed organic electronics are also shown.","","Electronic:978-1-4799-6275-4; POD:978-1-4799-6276-1","10.1109/VLSI-DAT.2015.7114542","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7114542","","Central Processing Unit;Energy efficiency;Energy harvesting;Photovoltaic cells;Random access memory;System-on-chip;Voltage control","Internet of Things;biomedical equipment;energy conservation;energy harvesting;health care;patient care","distributed organic electronic;energy autonomous system;energy autonomous wearable healthcare device;energy efficient ultra low voltage circuit;energy harvesting;maintenance-free IoT sensor node;wearable-implanted device","","2","","10","","","","27-29 April 2015","","IEEE","IEEE Conferences"
"Low power sensor design for IoT and mobile healthcare applications","X. Chen; W. Rhee; Z. Wang","Inst. of Microelectron., Tsinghua Univ., Beijing, China","China Communications","20150601","2015","12","5","42","54","This paper reviews recent advances in radar sensor design for low-power healthcare, indoor real-time positioning and other applications of IoT. Various radar front-end architectures and digital processing methods are proposed to improve the detection performance including detection accuracy, detection range and power consumption. While many of the reported designs were prototypes for concept verification, several integrated radar systems have been demonstrated with reliable measured results with demo systems. A performance comparison of latest radar chip designs has been provided to show their features of different architectures. With great development of IoT, short-range low-power radar sensors for healthcare and indoor positioning applications will attract more and more research interests in the near future.","1673-5447;16735447","","10.1109/CC.2015.7112043","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7112043","IoT;VLSI;healthcare;indoor positioning;low power;radar;sensor;vital sign","Doppler radar;Medical services;Monitoring;Radar detection;Radar imaging;Real-time systems","Internet of Things;biomedical communication;health care;mobile communication","IoT;demo systems;digital processing methods;healthcare positioning applications;indoor positioning applications;indoor real-time positioning;integrated radar systems;low power sensor design;low-power radar sensors;mobile healthcare applications;radar chip designs;radar front end architectures;radar sensor design","","4","","","","","","May 2015","","IEEE","IEEE Journals & Magazines"
