(((Internet-of-Things) AND Internet of Things) AND Healthcare)
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A novel indoor healthcare with time hopping-based visible light communication","J. An; W. Y. Chung","Team for Next Generation u-Healthcare Technology Development, Pukyong National University, Busan, South Korea","2016 IEEE 3rd World Forum on Internet of Things (WF-IoT)","20170209","2016","","","19","23","This paper presents the time hopping (TH) visible light communication (VLC) system for an electromagnetic wave free indoor healthcare. VLC technology has emerged as an alternative wireless communication due to various advantages such as ubiquity, low energy consumption, no radio frequency (RF) radiation, and security against undesired network access. Significant bio-medical signal including the electrocardiography (ECG) can be transferred with VLC even in places where RF is forbidden. This potential advantage of VLC could save more emergency patients. The time hopping scheme is adopted to transmit multiple medical data with keeping a simple system design. Multiple data streams go through an optical detector including a photodiode and multiple data are separated by TH demodulator at the receiver. Each separated signal is then monitored to serve the necessary medical care for the concerned patient.","","Electronic:978-1-5090-4130-5; POD:978-1-5090-4131-2","10.1109/WF-IoT.2016.7845438","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7845438","BioMedical Signal;Indoor Healthcare;Time hopping (TH);Visible Light Communication (VLC);light emitting diode (LED)","Data communication;Electrocardiography;Light emitting diodes;Medical services;Monitoring;Optical transmitters;Receivers","demodulation;electrocardiography;free-space optical communication;indoor communication;optical receivers;patient care;photodiodes","ECG;TH VLC system;TH demodulator;biomedical signal;electrocardiography;electromagnetic wave free indoor healthcare;emergency patient saving;medical care;multiple medical data transmission;optical detector;photodiode;time hopping-based visible light communication","","","","","","","","12-14 Dec. 2016","","IEEE","IEEE Conferences"
"Cloud-based health monitoring system based on Commercial Off-The-Shelf hardware","G. Petrović; V. Dimitrieski; H. Fujita","Iwate Prefectural University, Takizawa, Japan","2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20170209","2016","","","003713","003718","In this paper we propose a three-layered architecture for the implementation of cloud-based health monitoring system that utilizes ubiquitous commercial health measuring devices. The main advantage of such a solution over the solutions that use proprietary medical hardware is the availability and the number of existing health devices and also relying on the expertise of their vendors. We also identify critical issues and problems that could arise in each layer of such a system. Finding a solution for these issues will be a main requirement for the future implementations of the system.","","Electronic:978-1-5090-1897-0; POD:978-1-5090-1898-7; USB:978-1-5090-1819-2","10.1109/SMC.2016.7844811","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844811","Big Data;Cloud computing;Health system;Healthcare ontologies;Internet of Things","Biomedical monitoring;Computer architecture;Hardware;Intelligent sensors;Monitoring;Robots","cloud computing;health care;medical information systems;monitoring;ubiquitous computing","cloud-based health monitoring system;commercial off-the-shelf hardware;health devices;medical hardware;ubiquitous commercial health measuring devices","","","","","","","","9-12 Oct. 2016","","IEEE","IEEE Conferences"
"Proactive healthcare and an early warning mechanism for coronary artery disease patients using Internet-of-Thing devices","S. J. Hsu; S. S. Lin; T. W. Pai; H. Fujita","Dept. of Computer Science and Engineering, National Taiwan Ocean University, Keelung, Taiwan","2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20170209","2016","","","001400","001405","Ubiquitous Internet environment and matured key technologies of sensing devices provide diversified applications of Internet of Thing (IoT). IoT in intelligent healthcare is one of the major topics for convincing powerful functions of IoT regarding the promotion of national health policies, strategies, and plans. However, according to statistics reports, annual global mortality for cardiovascular diseases remained as high as 29%, of which coronary artery disease (CAD) is accounted for 42%. Unfortunately, almost half of the patients not knowing they are at risk of cardiovascular diseases until serious symptoms occurred. Here, we proposed an early warning system by integrating IoT, big data, and cloud computing technologies which physically linked among personal communication devices of patient/doctor, cloud systems, and hospital medical information systems. The system collects personal heart rate and metabolic equivalent (MET) features from calibrated fitness devices wore by users, and corresponding fitted curves are dynamically calculated and compared to previously trained curve patterns from 213 patients with heart diseases and 124 healthy individuals. The prototype system was already successfully developed and validated by a couple of testing cases with excellent performance. To ensure the robustness of the proposed system, now we are evaluating system reliability and trying to collect more testing samples for further validating effectiveness of the proactive healthcare mechanism.","","Electronic:978-1-5090-1897-0; POD:978-1-5090-1898-7; USB:978-1-5090-1819-2","10.1109/SMC.2016.7844432","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844432","Internet of medical thing;coronary artery disease (CAD);metabolic equivalent(MET);proactive healthcare mechanism","Arteries;Cardiovascular diseases;Heart rate;Medical diagnostic imaging;Servers","Big Data;Internet of Things;alarm systems;cardiovascular system;cloud computing;diseases;health care;medical information systems;patient monitoring","Big Data;CAD;Internet-of-Thing devices;IoT;calibrated fitness devices;cardiovascular diseases;cloud computing;cloud systems;coronary artery disease;coronary artery disease patients;early warning system;heart diseases;hospital medical information systems;intelligent healthcare;metabolic equivalent features;national health plans;national health policies;national health strategies;personal communication devices;personal heart rate features;proactive healthcare;sensing devices;ubiquitous Internet environment","","","","","","","","9-12 Oct. 2016","","IEEE","IEEE Conferences"
"A CMOS-compatible large-scale monolithic integration of heterogeneous multi-sensors on flexible silicon for IoT applications","J. M. Nassar; G. A. T. Sevilla; S. J. Velling; M. D. Cordero; M. M. Hussain","Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia","2016 IEEE International Electron Devices Meeting (IEDM)","20170202","2016","","","18.6.1","18.6.4","We report CMOS technology enabled fabrication and system level integration of flexible bulk silicon (100) based multi-sensors platform which can simultaneously sense pressure, temperature, strain and humidity under various physical deformations. We also show an advanced wearable version for body vital monitoring which can enable advanced healthcare for IoT applications.","","Electronic:978-1-5090-3902-9; POD:978-1-5090-3903-6; USB:978-1-5090-3901-2","10.1109/IEDM.2016.7838448","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838448","","","CMOS integrated circuits;Internet of Things;flexible electronics;health care;monolithic integrated circuits;sensor fusion","CMOS technology;IoT applications;advanced healthcare;advanced wearable version;body vital monitoring;flexible bulk silicon based multi-sensors platform;physical deformations;system level integration","","","","","","","","3-7 Dec. 2016","","IEEE","IEEE Conferences"
"Real-time video streaming with multi-camera for a telepresence wheelchair","V. K. L. Ha; T. N. Nguyen; H. T. Nguyen","Centre for Health Technologies, Faculty of Engineering and Information Technology, University of Technology, Sydney, New South Wales, Australia","2016 14th International Conference on Control, Automation, Robotics and Vision (ICARCV)","20170202","2016","","","1","5","This paper presents a new approach for telepresence wheelchairs equipped with multiple cameras. The aim of this system is to provide effective assistance for the elderly and people with disabilities. The work explores the integration of the Internet of Things, such as multimedia, wireless Internet communication, and automation control techniques into a powered wheelchair system. In particular, multiple videos are streamed in real-time from an array of cameras mounted on the wheelchair, allowing wide visualization surrounding the wheelchair. By using video communication and interaction, remote users can assist to navigate a wheelchair via the Internet through wireless connections in a distant location. The experimental results show that video streaming can achieve high-quality video with the streaming rate up to 30 frames per second (fps) in real-time. The average round-trip time is under 27 milliseconds (ms). The results confirmed the effectiveness of the proposed system for tele-monitoring and remote control to achieve safer navigation tasks for wheelchair users.","","Electronic:978-1-5090-3549-6; POD:978-1-5090-3550-2; USB:978-1-5090-4757-4","10.1109/ICARCV.2016.7838749","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838749","Internet of Things;assistive technology;healthcare;multi-camera;telepresence;wheelchair","Cameras;Computers;Mobile robots;Real-time systems;Streaming media;Wheelchairs","Internet of Things;control engineering computing;geriatrics;handicapped aids;medical computing;medical control systems;patient monitoring;telecontrol;video communication;video streaming;wheelchairs","Internet of Things;elderly;multicamera;people with disabilities;powered wheelchair system;real-time video streaming;remote control;telemonitoring;telepresence wheelchair;video communication;video interaction;wheelchair navigation","","","","","","","","13-15 Nov. 2016","","IEEE","IEEE Conferences"
"A review of wearable technology: Moving beyond the hype: From need through sensor implementation","D. R. Seshadri; J. R. Rowbottom; C. Drummond; J. E. Voos; J. Craker","Case Western Reserve University, Department of Biomedical Engineering, Cleveland, OH, USA","2016 8th Cairo International Biomedical Engineering Conference (CIBEC)","20170130","2016","","","52","55","Wearable devices have garnered increased attention over the past years by the sports industry, military, and general public for everyday use. Technological advancements have enabled athletes, sports teams, soldiers, and physicians to track functional movements, workload, biometric and bio-vital markers to maximize performance and safety while minimizing the potential for injury or accidents. Wearable monitoring systems can provide continuous physiological data thus enabling accurate treatment plans and specific recovery programs. Herein, we present a review of the wearable sensors field in sports and emergency medicine and highlight our current work and collaborations which bridge academia, healthcare professionals, sports team physicians, Life Flight operations, and ED/trauma operations. A key outcome of this work is the identification of crosscutting themes that indicate critical path items for future research.","","Electronic:978-1-5090-2987-7; POD:978-1-5090-2988-4","10.1109/CIBEC.2016.7836118","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836118","Data Analytics;Flexible Electronics;Internet of Things (IoT);MEMS;Sports Medicine;Wearable Technology","Biomedical monitoring;Global Positioning System;Injuries;Monitoring;Skin;Temperature measurement","biomedical electronics;body sensor networks;health care;injuries;patient monitoring;patient rehabilitation;patient treatment;sport","ED-trauma operation;Life Flight operation;accidents;athletes;bio-vital markers;biometric markers;continuous physiological data;emergency medicine;functional movements;general public;healthcare professionals;injury;military;recovery programs;soldiers;sports industry;sports team physicians;treatment plans;wearable monitoring systems;wearable sensor field;wearable technology;workload","","","","","","","","15-17 Dec. 2016","","IEEE","IEEE Conferences"
"CAPM: Context aware provisioning middleware for human activity recognition","Y. V. Mane; A. R. Surve","Computer Science and Engineering, Walchand College of Engineering, Sangli Maharashtra, India","2016 International Conference on Advanced Communication Control and Computing Technologies (ICACCCT)","20170126","2016","","","661","665","Pervasive Computing also called as ubiquitous computing where computing is made available to anytime and anywhere. It is very fast growing innovative trends in the field of Internet of Thing (IOT). Context Awareness is key part of pervasive computing. Context aware computing it means act of both sensing data from sensor and react according to sensory data. Context is nothing but information about any entity. For representation of Context Awareness there is need of setting up context. For setting up or defining context there is need of different parameters. Based on that parameters context is defined. Proposed system is all about context aware middleware for Human Activity Recognition. The main idea of activity recognition is to recognize day to day common human activities in real life. As human activities are complex and highly diverse activity recognition is challenging task. Activity recognition means to analysis of human body activity. Those activities are recognized by different recognition techniques. Several algorithms based on probability distribution have been used for building activity model. Activity recognition is an important paradigm in ubiquitous computing whereas it can be applicable for real time healthcare system also.","","CD:978-1-4673-9544-1; Electronic:978-1-4673-9545-8; POD:978-1-4673-9546-5","10.1109/ICACCCT.2016.7831722","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7831722","Activity Recognition;Context Awareness;Hidden Markov Model;Pervasive Computing Middleware","Activity recognition;Context;Context-aware services;Feature extraction;Hidden Markov models;Internet of Things;Middleware","Internet of Things;hidden Markov models;middleware;mobile computing;pattern recognition","CAPM;HMM;Internet of Things;IoT;context aware provisioning middleware;context awareness;hidden Markov model;human activity recognition;pervasive computing;ubiquitous computing","","","","","","","","25-27 May 2016","","IEEE","IEEE Conferences"
"Exploring Human Body Communications for IoT Enabled Ambulatory Health Monitoring Systems","P. Sundaravadivel; S. P. Mohanty; E. Kougianos; V. P. Yanambaka; H. Thapliyal","Comput. Sci. & Eng., Univ. of North Texas, Denton, TX, USA","2016 IEEE International Symposium on Nanoelectronic and Information Systems (iNIS)","20170126","2016","","","17","22","Increasing market demand for high performance and portable computing devices requires energy efficient devices. When a network of devices is considered, as in the case of the Internet of Things, it is important to consider low power design at the sensor/actuator level as well as in the sensor network. Human body communication has proven to be an efficient mode of communication for near field body sensor network applications. In this paper we propose an architecture for an ambulatory health monitoring system using a body coupled communication channel. The proposed architecture can be used for smart health monitoring as part of the Internet of Things. The design was validated using Simulink. A 31% power reduction was observed in the proposed monitoring system when human body communication was used.","","Electronic:978-1-5090-6170-9; POD:978-1-5090-6171-6","10.1109/iNIS.2016.016","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7829514","Body coupled communication (BCC);Frequency selective baseband transmission (FSBT);Human body communication (HBC);Internet of Things (IoT);Smart Healthcare","","Internet of Things;body sensor networks;health care;market opportunities;parallel processing;patient monitoring","Internet of Things;IoT;Simulink;ambulatory health monitoring systems;body sensor network;high performance computing;human body communications;market demand;portable computing","","1","","","","","","19-21 Dec. 2016","","IEEE","IEEE Conferences"
"A Demo of IoT Healthcare Application Provisioning in Hybrid Cloud/Fog Environment","O. Bibani; C. Mouradian; S. Yangui; R. H. Glitho; W. Gaaloul; N. B. Hadj-Alouane; M. Morrow; P. Polakos","SAMOVAR, Univ. Paris-Saclay, Evry, France","2016 IEEE International Conference on Cloud Computing Technology and Science (CloudCom)","20170126","2016","","","472","475","Fog computing brings cloud closer to end-users and data sources by enabling computation at the edge of the network. Low latency is the main benefit. IoT applications are often latency-sensitive. Such applications may be provisioned as component-based in a hybrid cloud/fog environment with components spanning cloud and fog. This will enable placing some of its components in the fog domain closer to the IoT devices, and consequently reduce the latency. However, provisioning applications in hybrid cloud/fog environment is still manual today. Existing PaaS do not support interacting with fog nodes, at the edge, for applications' components provisioning. This demo shows the key features of the hybrid Platform as-a-Service (PaaS) we have designed for IoT applications provisioning in cloud and fog environments. Three goals are assigned to the demo: (1) How applications can be designed and developed in such environments, (2) how the hybrid PaaS deploys the applications' components across cloud and fog nodes, and (3) how it executes and manages them using appropriate orchestration techniques.","","Electronic:978-1-5090-1445-3; POD:978-1-5090-1446-0","10.1109/CloudCom.2016.0081","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7830722","BPMN;Cloud computing;Fog computing;IoT","","Internet of Things;cloud computing;health care","IoT healthcare application;cloud computing;fog computing;hybrid PaaS;hybrid cloud environment;hybrid fog environment;hybrid platform as-a-service","","2","","","","","","12-15 Dec. 2016","","IEEE","IEEE Conferences"
"IoT-Based Fall Detection for Smart Home Environments","S. Greene; H. Thapliyal; D. Carpenter","Dept. of Electr. & Comput. Eng., Univ. of Kentucky, Lexington, KY, USA","2016 IEEE International Symposium on Nanoelectronic and Information Systems (iNIS)","20170126","2016","","","23","28","The rise of internet connected devices has enabledthe home with a vast amount of enhancements to make lifemore convenient. These internet connected devices can be used to form a community of devices known as the internet of things (IoT). There is great value in IoT devices to promote healthy independent living for older adults. This paper proposes an IoT-based fall detection system for smart home environments that not only to send out alerts, but also launches interaction models, such as voice assistance and camera monitoring. Such connectivity could allow older adults to interact with the systemwithout concern of a learning curve. The proposed IoT-based fall detection system will enable family and caregivers to be immediately notified of the event and remotely monitor the individual. Integrated within a smart home environment, the proposed IoT-based fall detection system can improve the quality of life among older adults.","","Electronic:978-1-5090-6170-9; POD:978-1-5090-6171-6","10.1109/iNIS.2016.017","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7829515","Amazon Echo;Independent Living;Older Adults;Quality of Life;Smart Healthcare","","Internet of Things;home computing;medical computing;patient care","Internet connected devices;Internet of Things;IoT-based fall detection;quality of life;smart home environment","","","","","","","","19-21 Dec. 2016","","IEEE","IEEE Conferences"
"Safe cooperative CPS: A V2I traffic management scenario in the SafeCOP project","A. Agneessens; F. Buemi; S. Delucchi; M. Massa; G. Agosta; A. Barenghi; C. Brandolese; W. Fornaciari; G. Pelosi; E. Ferrari; D. Cassioli; L. Pomante; L. Napoletani; L. Bozzi; C. Tieri; M. Mongelli","AITEK","2016 International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation (SAMOS)","20170119","2016","","","320","327","SafeCOP (Safe Cooperating Cyber-Physical Systems using Wireless Communication) is an European project that targets cyber-physical systems-of-systems whose safe cooperation relies on wireless communication. In particular, SafeCOP will provide an approach to the safety assurance of such systems in the healthcare, maritime, vehicle-to-vehicle and vehicle-to-infrastructure sectors. The vehicle-to-infrastructure (V2I) cooperation for the traffic management scenario is a key use cases of SafeCOP, where the cooperation between different cyber-physical systems can also include a significant interaction with remote servers. In this paper, we outline the V2I traffic management scenario and assess the research goals that arise from it, with special focus on the IoT characteristics.","","Electronic:978-1-5090-3076-7; POD:978-1-5090-3077-4","10.1109/SAMOS.2016.7818365","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7818365","","Accidents;Roads;Safety;Security;Sensor fusion;Vehicles","Internet of Things;cooperative communication;cyber-physical systems;telecommunication network management;telecommunication traffic;vehicular ad hoc networks","IoT characteristics;SafeCOP project;V2I traffic management;healthcare sector;maritime sector;remote servers;safe cooperating cyber-physical systems using wireless communication;safe cooperative CPS;vehicle-to-infrastructure cooperation;vehicle-to-vehicle sector","","","","","","","","17-21 July 2016","","IEEE","IEEE Conferences"
"Self-powered and transparent all-graphene biosensor","A. Shahini; M. Hajizadegan; M. Sakhdari; M. M. C. Cheng; P. Y. Chen; H. H. Huang","Department of Electrical and Computer Engineering, Wayne State University, Detroit, MI 48202, U.S.A.","2016 IEEE SENSORS","20170109","2016","","","1","3","We propose here the design and concept of self-powered wireless sensor based on the graphene radio-frequency (RF) components, which are transparent, flexible, and monolithically integrated on biocompatible soft substrate. This all-graphene wireless sensor consists of an optically transparent graphene antenna, which receives the fundamental tone and retransmits the sensed signal at its second harmonic, thus allowing low-noise sensing in a severe interference/clutter background. We show that a quad-ring circuit based on graphene transistors may simultaneously offer sensing and frequency modulation functions, with the nonlinear conversion gain being chemically sensitive to the gas/molecular/chemical exposures and agents. This battery-free and transparent sensors based on newly discovered 2D nanomaterials may benefit versatile wireless sensing and internet-of-things applications, such as smart contact lenses/glasses and microscope slides.","","Electronic:978-1-4799-8287-5; POD:978-1-4799-8288-2","10.1109/ICSENS.2016.7808963","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7808963","graphene devices;smart contact lens;transparent antennas;wireless healthcare;wireless sensor","Frequency modulation;Graphene;Harmonic analysis;Microorganisms;Power harmonic filters;Wireless communication;Wireless sensor networks","Internet of Things;biosensors;graphene;wireless sensor networks","2D nanomaterials;Internet-of-things applications;all-graphene wireless sensor;biocompatible soft substrate;frequency modulation functions;gas/molecular/chemical exposures;graphene radio-frequency components;graphene transistors;microscope slides;quad-ring circuit;self-powered biosensor;self-powered wireless sensor;smart contact lenses;transparent all-graphene biosensor;versatile wireless sensing","","1","","","","","","Oct. 30 2016-Nov. 3 2016","","IEEE","IEEE Conferences"
"A Survey of Diet Monitoring Technology","H. Kalantarian; N. Alshurafa; M. Sarrafzadeh","University of California, Los Angeles","IEEE Pervasive Computing","20170105","2017","16","1","57","65","This article surveys techniques for evaluating eating habits for wellness applications, emphasizing sensor-based approaches such as audio signal processing, inertial sensing, image processing, and gesture recognition. The focus is on noninvasive technologies that could be developed into real-time wearable devices, rather than techniques whose use is limited to laboratory settings. The authors present the results of an online survey in which respondents rate and describe their impressions of various approaches.","1536-1268;15361268","","10.1109/MPRV.2017.1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7807183","Internet of Things;bioinformatics;data analysis;food intake;healthcare;mobile;nutrition;pervasive computing;sensors;wearables","Accelerometers;Bioinformatics;Biomedical monitoring;Data analysis;Food products;Gesture recognition;Intelligent sensors;Internet of things;Medical devices;Microphones;Wearable computing","health care;patient monitoring;sensors;wearable computers","diet monitoring technology;eating habit evaluation;noninvasive technologies;real-time wearable devices;sensor-based approaches;wellness applications","","3","","","","","","Jan.-Mar. 2017","","IEEE","IEEE Journals & Magazines"
"Wireless sensor node design","N. A. A. Rahman; A. B. Jambek","School of Microelectronic Engineering, Universiti Malaysia Perlis, Perlis, Malaysia","2016 3rd International Conference on Electronic Design (ICED)","20170105","2016","","","332","336","Remote monitoring system is a part of Internet of Thing (IoT) application whether in healthcare, logistic or even agriculture. The system consists of several nodes including wireless sensor node which is a compulsory end-device part in remote monitoring system for data acquisition and processing. This paper discusses the available design of wireless sensor node from different hardware and interfaces, comparison and reasoning of the available design for the hardware such as the microcontroller and transceiver. A propose design provided in this paper using an ARM based microcontroller for raw data processing and nRF24L01 transceiver in wireless communication.","","Electronic:978-1-5090-2160-4; POD:978-1-5090-2161-1; USB:978-1-5090-2159-8","10.1109/ICED.2016.7804662","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804662","DHT11;LPC2103 Microcontroller;Remote monitoring system;nRF24L01","Biomedical monitoring;Microcontrollers;Remote monitoring;Transceivers;Wireless communication;Wireless sensor networks","Internet of Things;data acquisition;radio equipment;radio transceivers;wireless sensor networks","ARM;Internet of Thing;IoT application;data acquisition;healthcare;logistic;microcontroller;nRF24L01 transceiver;raw data processing;remote monitoring system;wireless sensor node design","","","","","","","","11-12 Aug. 2016","","IEEE","IEEE Conferences"
"On the effectiveness of congestion control mechanisms for remote healthcare monitoring system in IoT environment — A review","W. A. N. binti Wan Abdullah; N. Yaakob; R. Badlishah; A. Amir; S. A. binti Yah","ENAC, School of Computer and Communication Engineering (SCCE), Universiti Malaysia Perlis (UniMAP), 02600 Arau, Perlis, Malaysia","2016 3rd International Conference on Electronic Design (ICED)","20170105","2016","","","348","353","A progressive advancement in biosensors and wireless technology are the major contributors to the realization of continuous remote health monitoring system (RHMS). Wireless Body Area Network (WBAN) is part of this technology due to the deployment of multiple sensors such as Electrocardiogram (ECG) to collect vital body signals for processing and diagnosis. Among the benefits offered by this technology include remote monitoring of patient's health status and early detection of abnormalities in the collected signals. Once detected, several preventive measurements can be taken. However, this system needs to encounter some challenges in the wireless network such as delay, packet loss and throughput due to network congestion when transmitting and receiving a bulk of multiple data. Generally, the presence of these problems in transmitting vital body signals may result in incorrect medical diagnosing which can increase mortality rate and cause severe impact to the overall system's performance. Thus, a suitable design of congestion control mechanism is urgently needed in designing a reliable and efficient remote health monitoring system.","","Electronic:978-1-5090-2160-4; POD:978-1-5090-2161-1; USB:978-1-5090-2159-8","10.1109/ICED.2016.7804665","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804665","ECG;IoT;WBAN;congestion control;remote health monitoring system","Electrocardiography;Medical diagnostic imaging;Medical services;Monitoring;Sensors;Wireless communication;Wireless sensor networks","Internet of Things;biosensors;body area networks;health care;telecommunication congestion control","ECG;IoT environment;RHMS;WBAN;biosensors;congestion control mechanisms;electrocardiogram;medical diagnosing;patient health status;remote healthcare monitoring system;vital body signals;wireless body area network;wireless technology","","","","","","","","11-12 Aug. 2016","","IEEE","IEEE Conferences"
"Semi-Automated Tracking: A Balanced Approach for Self-Monitoring Applications","E. K. Choe; S. Abdullah; M. Rabbi; E. Thomaz; D. A. Epstein; F. Cordeiro; M. Kay; G. D. Abowd; T. Choudhury; J. Fogarty; B. Lee; M. Matthews; J. A. Kientz","Pennsylvania State University","IEEE Pervasive Computing","20170105","2017","16","1","74","84","The authors present an approach for designing self-monitoring technology called ""semi-automated tracking,"" which combines both manual and automated data collection methods. Through this approach, they aim to lower the capture burdens, collect data that is typically hard to track automatically, and promote awareness to help people achieve their self-monitoring goals. They first specify three design considerations for semi-automated tracking: data capture feasibility, the purpose of self-monitoring, and the motivation level. They then provide examples of semi-automated tracking applications in the domains of sleep, mood, and food tracking to demonstrate strategies they developed to find the right balance between manual tracking and automated tracking, combining each of their benefits while minimizing their associated limitations.","1536-1268;15361268","","10.1109/MPRV.2017.18","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7807194","Internet of Things;bioinformatics;data analysis;food tracking;healthcare;mobile;mood tracking;personal informatics;pervasive computing;self-monitoring;semi-automated tracking;sleep tracking","Data collection;Informatics;Insulation life;Internet of things;Medical devices;Monitoring;Mood tracking;Pervasive computing;Sensors","data handling","automated data collection methods;data capture feasibility;food tracking;manual data collection methods;mood tracking;self-monitoring technology;semi-automated tracking applications;sleep tracking","","","","","","","","Jan.-Mar. 2017","","IEEE","IEEE Journals & Magazines"
"Unleashing the Power of Active Sonar","R. Nandakumar; S. Gollakota","University of Washington","IEEE Pervasive Computing","20170105","2017","16","1","11","15","The authors explore various applications that can be enabled by transforming mobile devices into active sonar systems. Specifically, they show how to use microphones and speakers available on existing smartphones to monitor minute body movements such as breathing. Using this, they build systems that will demonstrate the feasibility of achieving contactless solutions for sleep apnea diagnosis. Building on their active sonar approach, they also demonstrate the feasibility of subcentimeter finger tracking for around-device interaction using existing smartphones with no additional hardware. The resulting finger tracking system breaks a fundamental tension between the shrinking sizes of wearable and mobile devices and our ability to interact with them and achieves this without the need for additional hardware.","1536-1268;15361268","","10.1109/MPRV.2017.15","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7807202","Internet of things;bioinformatics;healthcare;mobile;pervasive computing;smartphones","Bioinformatics;Biomedical monitoring;Interet of things;Microphones;Mobile communication;Sleep apnea;Smart phones;Sonar;Tracking","loudspeakers;microphones;sonar tracking","active sonar system;around-device interaction;microphone;sleep apnea diagnosis;speaker;subcentimeter finger tracking","","","","","","","","Jan.-Mar. 2017","","IEEE","IEEE Journals & Magazines"
"Cognitive telemedicine IoT technology for dynamically adaptive eHealth content management reference framework embedded in cloud architecture","Á. Garai; A. Attila; I. Péntek","Department of Information Technology, University of Debrecen, Debrecen, Hungary","2016 7th IEEE International Conference on Cognitive Infocommunications (CogInfoCom)","20170105","2016","","","000187","000192","Emerging telemedicine frameworks with dynamically adaptive content management systems deliver the proper information at the time and place, when and where it is needed. Aggregated telemedicine sensory data is customized and dynamically presented to the suitable recipient. Such systems and methods have already been in some way available for scientific and industrial application. This presented paper extends the underlying adaptive eHealth content management methodology to the coherent structural implementation of weighted majority voting algorithm. This cognitive human-machine interaction drives the targeted dynamically adaptive eHealth content management system in runtime mode. Telemedicine embraces information technology and telecommunication solutions for the sake of serving healthcare services at remote locations outside of the premises of classical medical institutions. These systems produce and process exponentially growing amount of sensory data. Moreover, they support real-time processing which requires a dynamically scalable and fault tolerant architecture. Utilizing cognitive services, the suitable methods determine the adequate system landscape delivering the suitable medical information from the collected body-sensory data. The underlying methodology utilizes correlation-data between different factors, thus invoking eHealth customizable cognitive content management system. The paper also demonstrates the corresponding sociotechnical environment, the applied cognitive infocommunicational methodologies and the related adaptive technological elements. Finally, the future improvement potential and also the challenges of the presented dynamically adaptive eHealth content management system are analyzed in the paper thoroughly.","","Electronic:978-1-5090-2645-6; POD:978-1-5090-2646-3; USB:978-1-5090-2644-9","10.1109/CogInfoCom.2016.7804547","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804547","Adaptive Content Management;Cloud Computing Architecture;Cognitive Telemedicine;IoT;Weighted Majority Voting Algorithm;eHealth","","Internet of Things;cloud computing;cognition;content management;embedded systems;health care;medical computing;telemedicine","aggregated telemedicine sensory data;body-sensory data;cloud architecture;cognitive human-machine interaction;cognitive infocommunicational methodologies;cognitive telemedicine IoT technology;dynamically adaptive eHealth content management reference framework;eHealth customizable cognitive content management system;fault tolerant architecture;healthcare services;medical institutions;remote locations;weighted majority voting algorithm","","","","","","","","16-18 Oct. 2016","","IEEE","IEEE Conferences"
