"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Blockchain technology innovations","T. Ahram; A. Sargolzaei; S. Sargolzaei; J. Daniels; B. Amaba","Institute for Advanced Systems Engineering, University of Central Florida, Orlando, USA; Department of Electrical Engineering, Florida Polytechnic University, Lakeland, USA; Rancs Group LLC, Wilmington, DE, USA; Lockheed Martin, Dallas, TX, USA; IBM Corporation, Miami, FL, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","","2017","","","137","141","","","","10.1109/TEMSCON.2017.7998367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998367","Blockchain;Business;Cloud computing;Cloud services;Control Systems;Cybersecurity;DevOps;Finance;Government;Healthcare;IoT;Industry 4.0.","Bitcoin;Medical services;Standards;Cloud computing;Ethics","cloud computing;cryptography;electronic money;health care;Internet of Things;mobile computing;social networking (online)","blockchain technology innovations;digital world;social media usage;mobile usage;IoT usage;Internet of Things;cloud technology mobile;Bitcoin;crypto currency;cybercrime;trusted contract;robust cyber security features;Healthchain;healthcare industry application;IBM Blockchain initiative","","","","","","","","","IEEE","IEEE Conferences"
"Remote prescription and I-Home healthcare based on IoT","S. Lavanya; G. Lavanya; J. Divyabharathi","Department of CSE, Anna University Regional Campus, Coimbatore, Tamilnadu, India; Department of IT, Sri Krishna College Of Technology, Coimbatore, Tamilnadu, India; Department of CSE, Anna University Regional Campus, Coimbatore, Tamilnadu, India","2017 International Conference on Innovations in Green Energy and Healthcare Technologies (IGEHT)","","2017","","","1","3","","","","10.1109/IGEHT.2017.8094069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094069","RTC;RFID;IoT;I-Home health care","Medical services;Intelligent sensors;Monitoring;Biomedical monitoring;Real-time systems;Internet of Things","emergency services;health care;Internet of Things;medical information systems;patient care;patient monitoring;radiofrequency identification;telemedicine","medication status;remote prescription;i-home healthcare;emergency medical services;Raspberry pi board;health related risks;healthcare costs;data streams;heart beat rate;medical box;user experience;service efficiency;RFID tags;real time clock;RTC;IoT-based health monitoring system","","","","","","","","","IEEE","IEEE Conferences"
"SBPG: Secure Better Portable Graphics for Trustworthy Media Communications in the IoT","S. P. Mohanty; E. Kougianos; P. Guturu","Department of Computer Science and Engineering, University of North Texas, Denton, TX, USA; Department of Engineering Technology, University of North Texas, Denton, TX, USA; Department of Electrical Engineering, University of North Texas, Denton, TX, USA","IEEE Access","","2018","6","","5939","5953","","","","10.1109/ACCESS.2018.2795478","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8263198","Smart healthcare;Internet of Things (IoT);consumer electronics;secure digital camera;image communications;better portable graphics","Medical services;Watermarking;Digital cameras;Image coding;Computer architecture","cryptography;data compression;data privacy;discrete cosine transforms;emergency services;health care;image coding;image watermarking;Internet of Things;medical information systems;mobile computing;ubiquitous computing","trustworthy media communications;traditional healthcare;smart bio-sensors;on-body sensors;smart hospitals;smart emergency response systems;smart city;smart technology;information technology;IoT infrastructure;smart healthcare framework;hardware architecture;secure digital camera;patient data protection;SBPG architecture;privacy;compression technique BPG;compression quality;compressed file size;watermarking;compression processes;BPG compression;image authentication capability;secure portable graphics compression algorithm;image quality;secure communication","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Distributed Pricing Policy for Cloud-Assisted Body-to-Body Networks with Optimal QoS and Energy Considerations","A. Samanta; Y. Li","School of Information Technology, Indian Institute of Technology Kharagpur, Kharagpur, West Bengal India 721302 (e-mail: amit.samanta049@gmail.com); Department of Electronic Engineering, Tsinghua University, Beijing, Beijing China (e-mail: liyong07@tsinghua.edu.cn)","IEEE Transactions on Services Computing","","2018","PP","99","1","1","","","","10.1109/TSC.2018.2841914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368320","Wireless Body Area Networks;Cloud-Assisted B2B Communication;QoS;Distributed Pricing Policy","Cloud computing;Pricing;Body area networks;Medical services;Computer architecture;Wireless communication;Delays","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"A novel deployment of smart Cold Chain system using 2G-RFID-Sys temperature monitoring in medicine Cold Chain based on Internet of Things","S. Monteleone; M. Sampaio; R. F. Maia","School of Industrial Engineering, Centro Universit&#x00E1;rio FEI, S&#x00E3;o Bernardo do Campo (S&#x00E3;o Paulo), Brazil; School of Industrial Engineering, Centro Universit&#x00E1;rio FEI, S&#x00E3;o Bernardo do Campo (S&#x00E3;o Paulo), Brazil; School of Computer Science, Centro Universit&#x00E1;rio FEI, S&#x00E3;o Bernardo do Campo (S&#x00E3;o Paulo), Brazil","2017 IEEE International Conference on Service Operations and Logistics, and Informatics (SOLI)","","2017","","","205","210","","","","10.1109/SOLI.2017.8120995","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8120995","Cold Chain;Temperature monitoring;Medicine;IoT;2G-RFID-Sys;Conceptual model","Temperature sensors;Monitoring;Temperature measurement;Pharmaceuticals;Temperature;Wireless sensor networks;Radiofrequency identification","cold storage;computerised monitoring;health care;Internet of Things;logistics;pharmaceutical industry;radiofrequency identification;supply chain management","vaccine Cold Chain;temperature-controlled logistics;conceptual model;medicine Cold Chain;product quality;temperature perturbations;temperature monitoring devices;healthcare industries;pharmaceutica industries;cold chain characteristics;cold chain responsiveness;2G-RFID-Sys temperature monitoring;smart cold chain system;Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"An implementation of IoT for healthcare","R. K. Kodali; G. Swamy; B. Lakshmi","Department of Electronics and Communication Engineering, National Institute of Technology, Warangal, WARANGAL, 506004; Department of Electronics and Communication Engineering, National Institute of Technology, Warangal, WARANGAL, 506004; Department of Electronics and Communication Engineering, National Institute of Technology, Warangal, WARANGAL, 506004","2015 IEEE Recent Advances in Intelligent Computational Systems (RAICS)","","2015","","","411","416","","","","10.1109/RAICS.2015.7488451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7488451","IoT;Healthcare;eHealth;ZigBee","Medical services;Internet of things;Sensors;Monitoring;Wireless sensor networks;Biomedical monitoring","cloud computing;energy consumption;health care;Internet of Things;medical information systems;power aware computing;protocols;Zigbee","IoT implementation;Internet of Things;sensors;microcontrollers;transceivers;protocol stacks;real time medical information analysis;real time medical information communication;cloud computing;information acquisition paradigm;ubiquitous medical information access;Internet;power consumption;IoT based in-hospital healthcare system;ZigBee mesh protocol;healthcare system implementation;in-hospital patients;IoT empowered devices;care quality","","","","","","","","","IEEE","IEEE Conferences"
"IoT based smart healthcare kit","P. Gupta; D. Agrawal; J. Chhabra; P. K. Dhir","Jaypee University of Information Technology, Himachal Pradesh, India; Jaypee University of Information Technology, Himachal Pradesh, India; Jaypee University of Information Technology, Himachal Pradesh, India; Jaypee University of Information Technology, Himachal Pradesh, India","2016 International Conference on Computational Techniques in Information and Communication Technologies (ICCTICT)","","2016","","","237","242","","","","10.1109/ICCTICT.2016.7514585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7514585","Internet of thing (IoT);Medical Services;Health care;Health Monitoring","Medical services;Biomedical monitoring;Monitoring;Internet of things;Medical diagnostic imaging;Sensors;Blood pressure","emergency services;health care;Internet of Things","IoT based smart healthcare kit;IoT-based health monitoring system;emergency medical services;intensive care units;Intel Galileo 2nd generation development board;ECG","","","","","","","","","IEEE","IEEE Conferences"
"Demo abstract: Alzimio: A mobile app with geofencing, activity-recognition and safety features for dementia patients","J. Helmy; A. Helmy","Alzimio-HealthAppy, co-Founder &amp; A. Lincoln Middle S., Gainesville, FL, USA; Alzimio-HealthAppy, Mentor &amp; U. Florida, Gainesville, FL, USA","2017 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","","2017","","","994","995","","","","10.1109/INFCOMW.2017.8116527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8116527","mobile health;geofencing;sensing;activity-recognition;Autism;Alzheimer's;Dementia;Mobile App","Dementia;Safety;Navigation;Delays;Autism;Sensors;Mobile communication","diseases;health care;Internet of Things;mobile computing;safety","dementia patients;Alzimio mobile app;safety functions;safe-zone geofencing;activity-based alarms;periodic safety checks;refined user control;reliable continuous sensing;Alzheimer disorders;Autism disorders;Dementia disorders","","","","","","","","","IEEE","IEEE Conferences"
"Internet Plus in China","Z. Wang; C. Chen; B. Guo; Z. Yu; X. Zhou","Northwestern Polytechnical University, China; Chongqing University, China; Northwestern Polytechnical University, China; Northwestern Polytechnical University, China; Northwestern Polytechnical University, China","IT Professional","","2016","18","3","5","8","","","","10.1109/MITP.2016.47","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7478553","Internet Plus;Internet of Things;big data;cloud","Internet;Mobile communication;Economics;Medical services;China;Ecosystems;Telemedicine","Big Data;cloud computing;government;Internet of Things;mobile computing","China;Internet Plus action plan;mobile Internet;cloud computing;Big Data;Internet of Things;IoT;economic restructuring;livelihood improvement;government function transformation;innovation-driven ecosystem;manufacturing application;finance application;commerce application;transportation application;health care application;education application","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Automation of traumatic brain injury diagnosis through an IoT-based embedded systems framework","A. Balakrishnan; S. Patapati","Stem Cell Research Laboratory, Academy for Medical Science and Technology, Hackensack, NJ 07601 USA; Stem Cell Research Laboratory, Academy for Technology and Computer Science, Hackensack, NJ 07601 USA","2017 IEEE 8th Annual Ubiquitous Computing, Electronics and Mobile Communication Conference (UEMCON)","","2017","","","645","649","","","","10.1109/UEMCON.2017.8249087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8249087","Consumer electronics;Applied engineering;Mechatronics;Healthcare electronics;Medical electronics;Intel Edison;Wireless computing;Patient care;Internet of Things;Application;SMS;Traumatic Brain Injury","Force;Brain injuries;Head;Sensors;Acceleration;Resistors","brain;cognition;diseases;embedded systems;injuries;Internet of Things;medical computing;medical disorders;neurophysiology;patient diagnosis;sport;Web services","traumatic brain injury diagnosis;disability;athlete;head trauma;cognitive abilities;cognitive impairment;inexpensive diagnostic helmet;web-based application system;head injury;patient-tailored treatment plans;web application;Intel Edison IoT IDE;JavaScript;HTML;CSS;Node.js platform","","","","","","","","","IEEE","IEEE Conferences"
"Big Data Processing of Bio-signal Sensors Information for Self-Management of Health and Diseases","D. Gachet; M. d. Buenaga; E. Puertas; M. T. Villalva","NA; NA; NA; NA","2015 9th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing","","2015","","","330","335","","","","10.1109/IMIS.2015.51","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7284970","Internet of things;Cloud computing;Chronic;Sensors;Big Data","Diseases;Monitoring;Sensors;Biomedical monitoring;Medical diagnostic imaging;Computer architecture","Big Data;biosensors;diseases;health care","medical records;heterogeneous data;health information;remote monitoring;health applications;biomedical sensors;telemedicine;medical services;health system resources;chronic diseases;care centers;dependant people;chronic people;private healthcare systems;public healthcare systems;social services;economical crisis;aging population;European countries;health self-management;bio-signal sensors information;big data processing","","","","","","","","","IEEE","IEEE Conferences"
"A service-oriented middleware for cloud of things and fog computing supporting smart city applications","N. Mohamed; J. Al-Jaroodi; S. Lazarova-Molnar; I. Jawhar; S. Mahmoud","Middleware Technologies Lab., Pittsburgh, Pennsylvania, USA; Department of Engineering, Robert Morris University, Moon Township, Pennsylvania, USA; Center for Energy Informatics, University of Southern Denmark; Midcomp Research Center, Saida, Lebanon; College of Information Technology, UAE University, Al Ain, UAE","2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computed, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","","2017","","","1","7","","","","10.1109/UIC-ATC.2017.8397564","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397564","Smart City;Cloud of Things;Internet of Things;Middleware;Service-Oriented Middleware;Fog Computing","Smart cities;Edge computing;Cloud computing;Monitoring","cloud computing;middleware;service-oriented architecture;smart cities;town and country planning","fog computing;smart city services;CoT;smart city applications;city resources;smart city including residents;hospitals;smart cities services;traditional Cloud Computing paradigm;enhanced services;Cloud of Things","","","","","","","","","IEEE","IEEE Conferences"
"Context-Based Security and Privacy for Healthcare IoT","V. Alagar; A. Alsaig; O. Ormandjiva; K. Wan","NA; NA; NA; NA","2018 IEEE International Conference on Smart Internet of Things (SmartIoT)","","2018","","","122","128","","","","10.1109/SmartIoT.2018.00-14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8465537","Healthcare IoT;Security;Privacy;Context;Access Controls","Medical services;Privacy;Sensors;Access control;Data privacy;Actuators","authorisation;Big Data;data privacy;health care;Internet of Things;medical information systems","healthcare IoT;HIoT;healthcare industry;medical devices;physicians;real-time monitoring;information collection;patient-centric information;health status;healthcare knowledge;healthcare innovation;timely treatment;context-sensitive role-based access control scheme;data privacy;healthcare Internet of things;large scale connectivity;clinical staff;information sharing;context-based security;context-based privacy;nursing staff;Big data;regulatory compliance","","","","","","","","","IEEE","IEEE Conferences"
"Enabling IoT based monitoring of patients' environmental parameters: Experiences from using OpenMote with OpenWSN and Contiki-NG","I. Tomasic; K. Khosraviani; P. Rosengren; M. Jörntén-Karlsson; M. Lindén","Mälardalen Univeristy/Biomedical Engineering, Västerås, Sweden; CNet Svenska AB, Stockholm, Sweden; CNet Svenska AB, Stockholm, Sweden; AstraZeneca R&D, Gothenburg, Sweden; Mälardalen Univeristy/Biomedical Engineering, Västerås, Sweden","2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","","2018","","","0330","0334","","","","10.23919/MIPRO.2018.8400063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8400063","Internet of Things;IoT;remote health monitoring;remote patient monitoring;telehealthcare;eHealth;WSN;IEEE 802.15.4e;TSCH;6TiSCH;OpenMote;OpenWSN;Contiki-NG","IEEE 802.15 Standard;Protocols;Servers;Temperature sensors;Monitoring;Copper","biomedical transducers;body sensor networks;Internet;Internet of Things;medical computing;operating systems (computers);patient monitoring;protocols","functional web interface;Node-RED;copper firefox add-on;CoAP;OpenMote sensors;patient environmental parameters;IoT based monitoring paradigm;IoT operating systems;IEEE 802.15.4 protocol;remote health monitoring;OpenWSN;Contiki-NG","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Medical Things for cardiac monitoring: Paving the way to 5G mobile networks","J. Jusak; H. Pratikno; V. H. Putra","Department of Comp. Engineering, Institut Bisnis dan Informatika Stikom Surabaya, Indonesia; Department of Comp. Engineering, Institut Bisnis dan Informatika Stikom Surabaya, Indonesia; Department of Comp. Engineering, Institut Bisnis dan Informatika Stikom Surabaya, Indonesia","2016 IEEE International Conference on Communication, Networks and Satellite (COMNETSAT)","","2016","","","75","79","","","","10.1109/COMNETSAT.2016.7907420","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7907420","Internet of Medical Things (IMedT);Internet of Things (IoT);cardiac monitoring;tele-auscultation;5G mobile networks","Monitoring;Medical services;Heart;Phonocardiography;Bluetooth;5G mobile communication","5G mobile communication;health care;Internet of Things;medical signal processing;phonocardiography","Internet of Medical Things;cardiac monitoring;5G mobile networks;medical care;health care;IoT deployment;phonocardiograph signal;PCG signal;data mirroring;IMedT system;smart diagnosis capability;security issues","","","","","","","","","IEEE","IEEE Conferences"
"Safe Double Blind Studies as a Service","T. J. Skluzacek; S. Rehman; I. Foster","NA; NA; NA","2017 IEEE 13th International Conference on e-Science (e-Science)","","2017","","","504","509","","","","10.1109/eScience.2017.82","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8109187","Safe Data;Internet of Things;Double Blind Study;Research Study;Clinical Trial","Portals;Computer architecture;Heart rate;Data models;Mediation","cloud computing;health care;Internet of Things;security of data","health outcomes;treatments;protocols;IoT devices;secure cloud hub;centralized cloud hub;safe double blind studies;human life;double-blind studies;CATnIP;Five Safes framework;Stakeholder framework;security considerations","","","","","","","","","IEEE","IEEE Conferences"
"User-Priority-Based Power Control Over the D2D Assisted Internet of Vehicles for Mobile Health","D. Lin; Y. Tang; Y. Yao; A. V. Vasilakos","School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden","IEEE Internet of Things Journal","","2017","4","3","824","831","","","","10.1109/JIOT.2017.2671424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7858717","Device-to-device (D2D);electromagnetic interference (EMI);Internet of Vehicles;mobile health (M-health);power control","Electromagnetic interference;Injuries;Device-to-device communication;Cellular networks;Resource management;Mobile computing","biomedical communication;cellular radio;electromagnetic interference;Internet;power control;telecommunication control","user-priority-based power control;D2D assisted internet;mobile health;device-to-device assisted cellular network;cellular communications;cross-tier interference;D2D assisted cellular networks;electromagnetic interference;EMI;game-theoretical framework","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Electronic systems for wearable applications: Design methodologies","D. Comotti; R. Bortoletto; M. Pezzoli; M. Signorelli","221e SRL, via Pasubio 5, 24044 Dalmine (BG), Italy; 221e SRL, via Pasubio 5, 24044 Dalmine (BG), Italy; 221e SRL, via Pasubio 5, 24044 Dalmine (BG), Italy; 221e SRL, via Pasubio 5, 24044 Dalmine (BG), Italy","2018 7th International Conference on Modern Circuits and Systems Technologies (MOCAST)","","2018","","","1","4","","","","10.1109/MOCAST.2018.8376610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376610","Embedded systems;wearable electronics;Internet-of-Things","Power demand;Batteries;Wearable sensors;Flash memories;Integrated circuits;Universal Serial Bus","body sensor networks;health care;Internet of Things;sport","electronic systems;wearable applications;wearable sensor systems;physiological parameters;environmental parameters;sport;fitness;Internet-of-Things revolution","","","","","","","","","IEEE","IEEE Conferences"
"Rfid based security platform for internet of things in health care environment","Jisha S; M. Philip","CSE, Toc H Institute of Science &amp; Technology, Ernakulam, India, 682313; CSE, Toc-H Institute of Science and Technology, Ernakulam, India, 682313","2016 Online International Conference on Green Engineering and Technologies (IC-GET)","","2016","","","1","3","","","","10.1109/GET.2016.7916693","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7916693","IoT;ECC","RFID tags;Medical services;Authentication;Elliptic curve cryptography","health care;Internet of Things;patient care;radiofrequency identification","RFID based security platform;Internet of Things;health care environment;computer network field;CISCO;IoT;intelligent systems;patient care;biomedical sensors;encryption technique;Elliptic Curve;Radio Frequency Identification","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Things and Decision Support System for eHealth - Applied to Cardiometabolic Diseases","P. Chatterjee; R. L. Armentano; L. J. Cymberknop","NA; NA; NA","2017 International Conference on Machine Learning and Data Science (MLDS)","","2017","","","75","79","","","","10.1109/MLDS.2017.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8320262","Internet of Things;healthcare;remote care;decision support system;data analytics;prediction;risk;cardiometabolic diseases","Biomedical monitoring;Blood pressure;Data analysis;Diseases;Decision support systems;Standards","data analysis;decision support systems;diseases;health care;Internet of Things;medical computing;medical information systems;patient monitoring;patient treatment","decision support system;eHealth;diseases;phenomenal change;healthcare paradigms;IoT;common platform;seamless exchange;healthcare devices;stakeholders;advanced analysis;assistive tool;medical personnel;patients;remote patient monitoring system;healthcare scenario;data analytics;Clinical Decision Support Systems","","","","","","","","","IEEE","IEEE Conferences"
"An Edge-based Architecture to Support Efficient Applications for Healthcare Industry 4.0","P. Pace; G. Aloi; R. Gravina; G. Caliciuri; G. Fortino; A. Liotta","Department of Informatics, Modeling, Electronics and Systems, University of Calabria - Rende, Italy, Rende Italy 87036 (e-mail: ppace@dimes.unical.it); DIMES, Universita degli Studi della Calabria Dipartimento di Ingegneria Informatica Modellistica Elettronica e Sistemistica, 392781 Arcavacata di Rende, Calabria Italy 87036 (e-mail: aloi@dimes.unical.it); DIMES, University of Calabria, Rende Italy 87036 (e-mail: rgravina@deis.unical.it); Department of Informatics, Modeling, Electronics and Systems, University of Calabria - Rende, Italy, Rende Italy 87036 (e-mail: g.caliciuri@dimes.unical.it); DIMES, University of Calabria, Rende Italy 87036 (e-mail: g.fortino@unical.it); University of Derby, UK, Derby United Kingdom of Great Britain and Northern Ireland DE221GB (e-mail: a.liotta@derby.ac.uk)","IEEE Transactions on Industrial Informatics","","2018","PP","99","1","1","","","","10.1109/TII.2018.2843169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8370750","Body Sensor Networks;Edge Computing;Cloud Computing;Internet of Things;Heart Rate Variability","Cloud computing;Medical services;Edge computing;Computer architecture;Logic gates;Industries;Delays","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Ubiquitous WSN for Healthcare: Recent Advances and Future Prospects","Y. Zhang; L. Sun; H. Song; X. Cao","Shandong Provincial Key Laboratory of Network Based Intelligent Computing, University of Jinan, Jinan, China; Beijing Key Laboratory of IOT Information Security Technology, Institute of Information Engineering, Chinese Academy of Sciences (CAS), Beijing, China; Department of Electrical and Computer Engineering, West Virginia University, Montgomery, WV, USA; Department of Computer Science, Georgia State University, Atlanta, GA, USA","IEEE Internet of Things Journal","","2014","1","4","311","318","","","","10.1109/JIOT.2014.2329462","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827212","Healthcare applications;smartphone;system design goals;tiered architecture;ubiquitous sensing;wireless sensor network (WSN)","Wireless sensor networks;Medical services;Wireless communication;Standards;Monitoring;Biomedical monitoring;Computer architecture","biomedical communication;health care;medical computing;real-time systems;ubiquitous computing;wireless sensor networks","ubiquitous WSN;future prospects;recent advances;wireless sensor networks;medical applications;real-time telemonitoring;computer assisted rehabilitation;emergency response systems;state-of-the-art research;ubiquity perspective;WSN based healthcare systems;IEEE 802 series standards;access layer;smartphone platforms;ubiquitous sensing for healthcare;USH","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A Review of Ultra-Low-Power and Low-Cost Transceiver Design","T. Schumacher; M. Stadelmayer; T. Faseth; H. Pretl","NA; NA; NA; NA","2017 Austrochip Workshop on Microelectronics (Austrochip)","","2017","","","29","34","","","","10.1109/Austrochip.2017.15","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8114744","ultra-low-power;low-cost;wireless architectures;transceiver;link budget","Power demand;Frequency shift keying;Transceivers;Receivers;Oscillators;Transmitters;Sensitivity","CMOS integrated circuits;integrated circuit design;low-power electronics;radio transceivers","low-cost transceiver design;ultra-low-power wireless transceiver system;integrated circuit design;cost-effective CMOS technology nodes;ultra-low-power transmitter;receiver structures;medical sensor nodes;transceiver structures;state-of-the-art architectures","","","","","","","","","IEEE","IEEE Conferences"
"IoT based wearable smart insole","J. Wilden; A. Chandrakar; A. Ashok; N. Prasad","International Technological University, San Jose, CA; International Technological University, San Jose, CA; International Technological University, San Jose, CA; International Technological University, San Jose, CA","2017 Global Wireless Summit (GWS)","","2017","","","186","192","","","","10.1109/GWS.2017.8300466","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8300466","","","cloud computing;computerised monitoring;electronic commerce;health care;Internet of Things;medical computing;patient monitoring;quality of service;wearable computers","IoT based wearable smart insole;healthcare products;healthcare services;quality of services;QoS;self-monitoring health technologies;compound annual growth rate;CAGR;independent health monitoring products;nonintrusive health monitoring system;Internet of Things;wearable smart shoe insole;secure cloud;data storage;data collection;software application;hand-held devices;service providers;personalized end-to-end smart foot monitoring solution;e-commerce platform","","","","","","","","","IEEE","IEEE Conferences"
"Elderly medication adherence monitoring with the Internet of Things","X. Toh; H. Tan; H. Liang; H. Tan","SMU-TCS iCity Lab, Singapore Management University, Singapore; SMU-TCS iCity Lab, Singapore Management University, Singapore; Social & Cognitive Computing Dept., Institute for High Performance Computing, Singapore; SMU-TCS iCity Lab, Singapore Management University, Singapore","2016 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops)","","2016","","","1","6","","","","10.1109/PERCOMW.2016.7457133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7457133","","Senior citizens;Medical diagnostic imaging;Logic gates;Monitoring;Switches;IEEE 802.15 Standard;Biomedical monitoring","geriatrics;health care;Internet of Things;patient monitoring","sensor-enabled medication boxes;medication consumption patterns;age-related illnesses;health care expenditure;Singapore;Internet of Things;elderly medication adherence monitoring","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain platforms: A compendium","C. Saraf; S. Sabadra","Department of Computer Engineering, Pune Institute of Computer Technology, Pune, India; Department of Computer Engineering, Pune Institute of Computer Technology, Pune, India","2018 IEEE International Conference on Innovative Research and Development (ICIRD)","","2018","","","1","6","","","","10.1109/ICIRD.2018.8376323","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376323","Blockchain;Ethereum;Hyperledger;Corda;Ether;Sawtooth;Iroha;Burrow;Indy;Fabric","Contracts;Fabrics;Bitcoin;Conferences;Research and development","cryptography;data privacy;electronic money;financial data processing;Internet of Things","blockchain development;hyperledger platforms;blockchain platforms;Bitcoin;transactional privacy;cryptocurrencies","","","","","","","","","IEEE","IEEE Conferences"
"A Security Framework for Mobile Health Applications","G. Thamilarasu; C. Lakin","NA; NA","2017 5th International Conference on Future Internet of Things and Cloud Workshops (FiCloudW)","","2017","","","221","226","","","","10.1109/FiCloudW.2017.96","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113797","mHealth;Mobile Health;Mobile Security;Secure health","Security;Mobile communication;Medical services;Androids;Humanoid robots;Biomedical equipment;Marine vehicles","health care;medical information systems;mobile computing;security of data;telecommunication security","security framework;mobile health applications;healthcare industry;patient data;medical data;mobile application;security cognizance;common security vulnerabilities;application development process;cyber attacks","","","","","","","","","IEEE","IEEE Conferences"
"Firework: Data Processing and Sharing for Hybrid Cloud-Edge Analytics","Q. Zhang; Q. Zhang; W. Shi; H. Zhong","Department of Computer Science, Wayne State University, Detroit, MI; Department of Computer Science, Wayne State University, Detroit, MI; Department of Computer Science, Wayne State University, Detroit, MI; School of Computer Science and Technology, Anhui University, Hefei, China","IEEE Transactions on Parallel and Distributed Systems","","2018","29","9","2004","2017","","","","10.1109/TPDS.2018.2812177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8306827","Distributed big data processing;edge computing;internet of everything","Cloud computing;Streaming media;Stakeholders;Programming;Edge computing;Data processing;Distributed databases","cloud computing;data privacy;data visualisation;Internet of Things;video signal processing","Firework;virtual shared data view;service composition;video analytics application;cloud-centric solution;hybrid cloud-edge analytics;cloud-centric video analytics;video data;data transmission;IoE devices;data sources;distributed data processing;IoE applications;programming interface;internet of everything;sensors;actuators;public safety;business intelligence;healthcare;life science;centralized cluster;high response latency;zettabytes;multiple stakeholders;geographically distributed computation resources;computing framework;data sharing;system design;network bandwidth cost","","","","","","","","","IEEE","IEEE Journals & Magazines"
