"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A Health-IoT Platform Based on the Integration of Intelligent Packaging, Unobtrusive Bio-Sensor, and Intelligent Medicine Box","G. Yang; L. Xie; M. Mäntysalo; X. Zhou; Z. Pang; L. D. Xu; S. Kao-Walter; Q. Chen; L. Zheng","iPack Vinn Excellence Center, School of Information and Communication Technology, Royal Institute of Technology, Stockholm, Sweden; iPack Vinn Excellence Center, School of Information and Communication Technology, Royal Institute of Technology, Stockholm, Sweden; Department of Electronics, Tampere University of Technology, Tampere, Finland; Department of Communication Science and Engineering, Fudan University, Shanghai, China; ABB AB, Corporate Research, Västerås, Sweden; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Engineering, Blekinge Institute of Technology (BTH), Karlskrona, Sweden; iPack VINN Excellence Center, School of Information and Communication Technology, Royal Institute of Technology, Stockholm, Sweden; State Key Laboratory of ASICs and Systems, School of Information Science and Engineering, Fudan University, Shanghai, China","IEEE Transactions on Industrial Informatics","","2014","10","4","2180","2191","","","","10.1109/TII.2014.2307795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6747344","Bio-Patch;Health-IoT;intelligent medicine box (iMedBox);intelligent packaging;Internet-of-Things (IoT);printed electronics","Radiofrequency identification;Biomedical monitoring;Biosensors;Telemedicine;Internet of Things","biosensors;health care;Internet of Things;medical computing;radiofrequency identification;system-on-chip","health-IoT platform;Internet of Things;intelligent packaging;unobtrusive biosensor;in-home health care services;intelligent home-based platform;iHome Health-IoT;open-platform-based intelligent medicine box;iMedBox;intelligent pharmaceutical packaging;iMedPack;passive radiofrequency identification;RFID;wearable biomedical sensor device;Bio-Patch;inkjet printing technology;system-on-chip;user experience;service efficiency","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Trends in wireless communications towards 5G networks — The influence of e-health and IoT applications","J. M. C. Brito","National Institute of Telecommunications - Inatel, Santa Rita do Sapucai, Brazil","2016 International Multidisciplinary Conference on Computer and Energy Science (SpliTech)","","2016","","","1","7","","","","10.1109/SpliTech.2016.7555949","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7555949","wireless communications;5G networks;technological trends;e-health;internet of things","Internet of things;Mobile computing;5G mobile communication;Market research;Medical services","5G mobile communication;health care;Internet of Things","wireless communications;5G networks;e-health;IoT;fifth generation mobile networks;Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"Smart e-Health Gateway: Bringing intelligence to Internet-of-Things based ubiquitous healthcare systems","A. Rahmani; N. K. Thanigaivelan; Tuan Nguyen Gia; J. Granados; B. Negash; P. Liljeberg; H. Tenhunen","Department of Information Technology, University of Turku, Finland; Department of Information Technology, University of Turku, Finland; Department of Information Technology, University of Turku, Finland; Department of Information Technology, University of Turku, Finland; Department of Information Technology, University of Turku, Finland; Department of Information Technology, University of Turku, Finland; Department of Information Technology, University of Turku, Finland","2015 12th Annual IEEE Consumer Communications and Networking Conference (CCNC)","","2015","","","826","834","","","","10.1109/CCNC.2015.7158084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158084","Internet of Things;Healthcare;Smart Hospital;Home care;Smart Gateway;Sensor Network","Logic gates;Protocols;Servers;Context;Data integration;Hospitals","biomedical telemetry;data mining;health care;Internet;Internet of Things;telemedicine","smart e-health gateway;Internet-of-Things;ubiquitous healthcare systems;human health;IoT-based patient monitoring systems;smart homes;sensor network;sensor networks;constructive control;higher-level services;local storage;real-time local data processing;embedded data mining;UT-GATE;higher-level features;proof-of-concept design","","","","","","","","","IEEE","IEEE Conferences"
"An acceptance testing approach for Internet of Things systems","M. Leotta; D. Clerissi; D. Olianas; F. Ricca; D. Ancona; G. Delzanno; L. Franceschini; M. Ribaudo","Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy; Dipartimento di Informatica, Bioingegneria, Robotica e Ingegneria dei Sistemi (DIBRIS), Università di Genova, Italy","IET Software","","2018","12","5","430","436","","","","10.1049/iet-sen.2017.0344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8481017","","","cloud computing;graphical user interfaces;Internet of Things;program testing","original m-health system;test suites;mobile health IoT system;corresponding test scripts;test cases;test scenarios;black box testing;graphical user interfaces;IoT systems;things systems;acceptance testing approach","","","","","","","","","IET","IET Journals & Magazines"
"Modelling of healthcare IoT using the queueing theory","A. Strielkina; D. Uzun; V. Kharchenko","Department of Computer Systems and Networks of National Aerospace University “KhAI”, Kharkiv, Ukraine; Department of Computer Systems and Networks of National Aerospace University “KhAI”, Kharkiv, Ukraine; Department of Computer Systems and Networks of National Aerospace University “KhAI”, Kharkiv, Ukraine","2017 9th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS)","","2017","2","","849","852","","","","10.1109/IDAACS.2017.8095207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8095207","Cloud;healthcare;insulin pump;Internet of Things;Markov process;queueing theory;vulnerability;security","Medical services;Queueing analysis;Cloud computing;Markov processes;Insulin pumps;Internet of Things;Communication channels","cloud computing;health care;Internet of Things;queueing theory","networked medical devices;healthcare IoT infrastructure;healthcare IoT system;queueing theory;healthcare provider-and-communication channel","","","","","","","","","IEEE","IEEE Conferences"
"R<sup>3</sup>HMS, An IoT Based Approach for Patient Health Monitoring","K. A. Zilani; R. Yeasmin; K. A. Zubair; M. R. Sammir; S. Sabrin","Electrical and Electronic Engineering, Chittagong University of Engineering and Technology, Chittagong, 4349, Bangladesh; Applied Physics, Electronics and Communication Engineering, University of Chittagong, Chittagong, 4331, Bangladesh; Applied Physics, Electronics and Communication Engineering, University of Chittagong, Chittagong, 4331, Bangladesh; Electrical and Electronic Engineering, Chittagong University of Engineering and Technology, Chittagong, 4349, Bangladesh; Electrical and Electronic Engineering, Chittagong University of Engineering and Technology, Chittagong, 4349, Bangladesh","2018 International Conference on Computer, Communication, Chemical, Material and Electronic Engineering (IC4ME2)","","2018","","","1","4","","","","10.1109/IC4ME2.2018.8465482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8465482","Healthcare;IoT;ESP8266;ATmega328p;Monitoring;ECG;Respiratory monitoring;SpO2;MQTT","Monitoring;Biomedical monitoring;Sensors;Medical services;Reliability;Electrocardiography;Medical diagnostic imaging","biomedical telemetry;electrocardiography;health care;hospitals;Internet of Things;medical signal processing;microcontrollers;patient monitoring;telemedicine;Web services","IoT;patient health monitoring;health monitoring system;Amazon Web Services;MCU ATmega328p;ESP8266 Wi-Fi chip;remote server;rural areas;urban area;hospitals;healthcare services;time 24.0 hour","","","","","","","","","IEEE","IEEE Conferences"
"Cybersecurity of healthcare IoT-based systems: Regulation and case-oriented assessment","A. Strielkina; O. Illiashenko; M. Zhydenko; D. Uzun","Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070","2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT)","","2018","","","67","73","","","","10.1109/DESSERT.2018.8409101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409101","Internet of Things;cybersecurity;healthcare;Advanced Security Assurance Case;ASAC;assurance;requirement;assessment;case","Medical services;Computer security;ISO Standards;Cloud computing;Communication system security","health care;Internet of Things;medical computing;security of data","medical architecture;medical healthcare cybersecurity;trustworthy healthcare IoT solution;international cybersecurity standards;cybersecurity assessment;case-oriented technique;Advanced Security Assurance Case;healthcare IoT-based systems;case-oriented assessment;networked healthcare","","","","","","","","","IEEE","IEEE Conferences"
"The Effects of Cyber-Security on Healthcare Industry","A. K. Alharam; W. El-Madany","Computer Engineering department, University of Bahrain, Manama, Bahrain; Computer Engineering department, University of Bahrain, Manama, Bahrain","2017 9th IEEE-GCC Conference and Exhibition (GCCCE)","","2017","","","1","9","","","","10.1109/IEEEGCC.2017.8448206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8448206","Cybersecurity;healthcare;IoT","Medical services;Industries;Encryption;Internet of Things;Data privacy;Authentication","","","","","","","","","","","IEEE","IEEE Conferences"
"Multi-Hop WBAN Construction for Healthcare IoT Systems","T. Kim; S. Youm; J. Jung; E. Kim","NA; NA; NA; NA","2015 International Conference on Platform Technology and Service","","2015","","","27","28","","","","10.1109/PlatCon.2015.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7079625","Healthcare;Internet of Things;multi-hop;sensor network;WBAN","Medical services;Routing;Sensors;Topology;Network topology;Energy efficiency;Biomedical monitoring","body area networks;health care;Internet of Things;patient care;wireless sensor networks","multihop WBAN construction;healthcare IoT systems;Internet-of-Thing applications;aging population;wireless body area network;communication tool;medical IoT devices;sensor network;clustered topology setup;mobility support;transmission efficiency enhancement;medical care","","","","","","","","","IEEE","IEEE Conferences"
"Issues and challenges in healthcare narrowband IoT","S. Anand; S. K. Routray","Telecommunication Engineering CMR Institute of Technology, Bangalore India; Telecommunication Engineering CMR Institute of Technology, Bangalore India","2017 International Conference on Inventive Communication and Computational Technologies (ICICCT)","","2017","","","486","489","","","","10.1109/ICICCT.2017.7975247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975247","Internet of Things;narrowband IoT;NBIoT in healthcare;issues in healthcare IoT","Medical services;Security;Sensors;Long Term Evolution;Monitoring;Bandwidth","biomedical communication;health care;Internet of Things;Long Term Evolution","healthcare narrowband IoT;Internet of Things;NBIoT;low-energy requirement;cellular platform;LTE;security measures;low-power wide area implementation","","","","","","","","","IEEE","IEEE Conferences"
"EEG-based Transceiver Design with Data Decomposition for Healthcare IoT Applications","A. A. Abdellatif; M. G. Khafagy; A. Mohamed; C. Chiasserini","Department of Computer Science and Engineering, Qatar University, Doha, Qatar, and also with the Department of Electronics and Telecommunications, Politecnico di Torino, Torino, Italy.; Department of Computer Science and Engineering, Qatar University, Doha, Qatar.; Department of Computer Science and Engineering, Qatar University, Doha, Qatar.; Department of Electronics and Telecommunications, Politecnico di Torino, Torino, Italy.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2832463","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8353491","EEG signal;mobile-Health system;data compression;OFDM transceiver;signal decomposition.","Transceivers;Electroencephalography;Electrocardiography;Medical services;Physical layer;Internet of Things;Wireless communication","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"The study of Internet of Things (IoT)-based healthcare acceptance in Pakistan","Z. A. Solangi; M. S. A. Aziz; Asadullah","Kulliyah of Information &amp; Communication Technology, International Islamic University, Malaysia, 53100 Kuala Lumpur, Malaysia; Kulliyah of Information &amp; Communication Technology, International Islamic University, Malaysia, 53100 Kuala Lumpur, Malaysia; Kulliyah of Information &amp; Communication Technology, International Islamic University, Malaysia, 53100 Kuala Lumpur, Malaysia","2017 IEEE 3rd International Conference on Engineering Technologies and Social Sciences (ICETSS)","","2017","","","1","5","","","","10.1109/ICETSS.2017.8324206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8324206","Internet of Things;UTAUT;HBM;Smart Healthcare;Internet of everything","Internet of Things;Sociology;Statistics;Diseases;Intelligent sensors","diseases;health care;Internet of Things;medical computing;medical information systems;sampling methods;ubiquitous computing","Pakistan;Health Belief Model;IoT;healthcare acceptance;general health sector;healthcare conditions;pervasive healthcare;healthcare services;medical errors;medical professionals;health administrator;ubiquitous healthcare framework;healthcare system;health care;healthcare;Internet of Things;Unified Theory of Acceptance and Use of Technology model;UTAUT;cluster sampling","","","","","","","","","IEEE","IEEE Conferences"
"Session Resumption-Based End-to-End Security for Healthcare Internet-of-Things","S. R. Moosavi; T. N. Gia; E. Nigussie; A. Rahmani; S. Virtanen; H. Tenhunen; J. Isoaho","NA; NA; NA; NA; NA; NA; NA","2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing","","2015","","","581","588","","","","10.1109/CIT/IUCC/DASC/PICOM.2015.83","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363124","","Conferences;Computers;Information technology;Ubiquitous computing","health care;Internet of Things;public key cryptography","end-to-end security;healthcare Internet-of-Things;IoT;smart gateways;DTLS session resumption technique;remote end-users;security context;session resumption technique;medical sensors;public key funtionalities;energy performance evaluations;remote patient monitoring prototype","","","","","","","","","IEEE","IEEE Conferences"
"OCF Healthcare Proof of Concept (PoC) on Libelium MySignals","H. Cha; J. Jeon","NA; NA","2017 European Conference on Electrical Engineering and Computer Science (EECS)","","2017","","","356","364","","","","10.1109/EECS.2017.73","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8412049","OCF;IoTivity;Libelium MySignals;IoT;healthcare","Biomedical monitoring;Medical services;Blood pressure;Data models;Monitoring;Internet of Things;Servers","health care;Internet of Things;Java","healthcare data models;support four different healthcare devices;PoC;Internet of Things;smart home;fitness applications;widespread IoT ecosystem;healthcare IoT;OCF specifications;IoTivity open source;OCF healthcare proof-of-concept;Libelium MySignals;IoTivity source code;Java;C++","","","","","","","","","IEEE","IEEE Conferences"
"Validity of Biosignal Processing System based on Haar Transform in IoT Application","Y. Shin; J. Lee; S. Kim","NA; NA; NA","2017 IEEE 17th International Conference on Bioinformatics and Bioengineering (BIBE)","","2017","","","206","211","","","","10.1109/BIBE.2017.00-54","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8251290","time series;correlation;Haar wavelet;Haar transform;distance measure;clustering;healthcare;IoT","Time series analysis;Transforms;Correlation;Physiology;Medical services;Market research;Euclidean distance","cardiology;cardiovascular system;diseases;electroencephalography;Haar transforms;health care;Internet of Things;medical signal processing;patient monitoring;time series","individual physiological time series;biosignal processing system;Haar Transform;IoT application;Internet of Things;blood pressure;heart rate;EEG;chronic diseases;urgent diseases;cardiovascular disease","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Things for Smart Healthcare: Technologies, Challenges, and Opportunities","S. B. Baker; W. Xiang; I. Atkinson","College of Science and Engineering, James Cook University, Townsville, QLD, Australia; College of Science and Engineering, James Cook University-Cairns Campus, Cairns, QLD, Australia; eResearch Centre at James Cook University, Townsville, QLD, Australia","IEEE Access","","2017","5","","26521","26544","","","","10.1109/ACCESS.2017.2775180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8124196","Biomedical engineering;body sensor networks;intelligent systems;Internet of Things (IoT);communications standards;security;wearable sensors","Medical services;Monitoring;Internet of Things;Biomedical monitoring;Cloud computing;Strain;Standards","health care;Internet of Things;medical computing;wearable computers","future IoT healthcare systems;wearable IoT healthcare system;smart healthcare;aging population;chronic illness;standardization","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Proposing secure and lightweight authentication scheme for IoT based E-health applications","M. Almulhim; N. Zaman","College of Computer Sciences and IT, King Faisal University, Saudi Arabia; College of Computer Sciences and IT, King Faisal University, Saudi Arabia","2018 20th International Conference on Advanced Communication Technology (ICACT)","","2018","","","481","487","","","","10.23919/ICACT.2018.8323802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8323802","Secure;Authentication;Light weight;ECC;IoT","Medical services;Authentication;Protocols;Privacy;Monitoring;Cloud computing","data privacy;health care;Internet;Internet of Things;message authentication;security of data","IoT-based E-health applications;healthcare IoT based applications;IoT base E-health domain;significant security level;lightweight secure authentication model;security authentication schemes;security aspects;data breaches;healthcare domain;insurance costs;human resource costs;transportation costs;health care provider costs;lowered hospital visiting costs;healthcare applications;connected smart devices\objects;lightweight authentication scheme","","","","","","","","","IEEE","IEEE Conferences"
"An internet of things architecture for preserving privacy of energy consumption","F. Beligianni; M. Alamaniotis; A. Fevgas; P. Tsompanopoulou; P. Bozanis; L. H. Tsoukalas","Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece; School of Nuclear Engineering, Purdue University, West Lafayette, USA; Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece; Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece; Department of Electrical and Computer Engineering, University of Thessaly, Volos, Greece; School of Nuclear Engineering, Purdue University, West Lafayette, USA","Mediterranean Conference on Power Generation, Transmission, Distribution and Energy Conversion (MedPower 2016)","","2016","","","1","7","","","","10.1049/cp.2016.1096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7885450","Smart grid;Internet of Things;Fog computing;privacy;forecasting","","energy consumption;energy management systems;Internet of Things;smart power grids","consumer privacy;energy management;fog computing;energy production control;electric power management;healthcare;assistive technologies;autonomous vehicle;home automation;smart cities;IoT;SG;smart grid;ICT;information and communication technologies;residential loads;energy consumption;privacy preservation;Internet Of Things architecture","","","","","","","","","IET","IET Conferences"
"IOT clinic-Internet based patient monitoring and diagnosis system","S. Divakaran; L. Manukonda; N. Sravya; M. M. Morais; P. Janani","Department of Biomedical Engineering, School of Bio and Chemical Engineering, Sathyabama University, Chennai; Department of Biomedical Engineering, School of Bio and Chemical Engineering, Sathyabama University, Chennai; Department of Biomedical Engineering, School of Bio and Chemical Engineering, Sathyabama University, Chennai; Department of Biomedical Engineering, School of Bio and Chemical Engineering, Sathyabama University, Chennai; Department of Biomedical Engineering, School of Bio and Chemical Engineering, Sathyabama University, Chennai","2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI)","","2017","","","2858","2862","","","","10.1109/ICPCSI.2017.8392243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8392243","Healthcare;IOT;Physician;Sensors","Temperature sensors;Medical services;Temperature measurement;Biomedical monitoring;Sensor systems;Streaming media","geriatrics;health care;Internet of Things;medical information systems;patient monitoring;telemedicine","elderly people;health care management system;medical facilities;patient vital data;remote healthcare diagnostic system;vital medical data;medical healthcare services;IoT clinic-Internet based patient monitoring and diagnosis system;smart transfer method;live video images","","","","","","","","","IEEE","IEEE Conferences"
"Hardware Security Evaluation Platform for MCU-Based Connected Devices: Application to Healthcare IoT","Z. Kazemi; A. Papadimitriou; D. Hely; M. Fazcli; V. Beroulle","Univ. Grenoble Alpes, Grenoble INP, LCIS, Valence, F-26000, France; Univ. Grenoble Alpes, Grenoble INP, LCIS, Valence, F-26000, France; Univ. Grenoble Alpes, Grenoble INP, LCIS, Valence, F-26000, France; School of Computer Eng., Iran Uni. Science & Tech., Tehran, Iran; Univ. Grenoble Alpes, Grenoble INP, LCIS, Valence, F-26000, France","2018 IEEE 3rd International Verification and Security Workshop (IVSW)","","2018","","","87","92","","","","10.1109/IVSW.2018.8494843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8494843","Hardware security;Internet of Things (IoT);embedded security;Hardware attacks;power supply glitch attack","Hardware;Software;Cryptography;Tools;Medical services;Safety","","","","","","","","","","","IEEE","IEEE Conferences"
"Secure and Reliable Internet of Things Systems for Healthcare","G. Pulkkis; J. Karlsson; M. Westerlund; J. Tana","NA; NA; NA; NA","2017 IEEE 5th International Conference on Future Internet of Things and Cloud (FiCloud)","","2017","","","169","176","","","","10.1109/FiCloud.2017.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8114479","IoT;healthcare devices;healthcare services;network security;privacy;device reliability;software reliability;GDPR","Medical services;Monitoring;Sensors;Servers;Reliability;Security;Biomedical monitoring","data privacy;health care;Internet of Things;medical information systems","General Data Protection Regulation;healthcare IoT systems;healthcare IoT data;evidence based healthcare;reliability requirements;European Union legislation;security requirements;Internet of Things systems;users privacy","","","","","","","","","IEEE","IEEE Conferences"
"Managing Criticalities of e-Health IoT systems","C. Kotronis; G. Minou; G. Dimitrakopoulos; M. Nikolaidou; D. Anagnostopoulos; A. Amira; F. Bensaali; H. Baali; H. Djelouat","Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Qatar University, Doha, Qatar","2017 IEEE 17th International Conference on Ubiquitous Wireless Broadband (ICUWB)","","2017","","","1","5","","","","10.1109/ICUWB.2017.8251004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8251004","Internet of Things;e-Health Services;Criticalities;Remote Elderly Monitoring;Smart Ambulance Systems","Medical services;Medical diagnostic imaging;Real-time systems;Monitoring;Sensors;Senior citizens;Mission critical systems","cloud computing;health care;Internet of Things;patient care;patient monitoring;telemedicine","medical issues;noncritical peripheral components;healthcare IoT systems;system implementation;mixed-criticality characteristics;remote elderly monitoring platform;smart ambulance system;e-health IoT systems;cloud computation;storage technologies;systems-of-systems;Internet of Things;computer-assisted smart transportation;health care practices","","","","","","","","","IEEE","IEEE Conferences"
"HealthIoT Ontology for Data Semantic Representation and Interpretation Obtained from Medical Connected Objects","A. Rhayem; M. B. A. Mhiri; F. Gargouri","NA; NA; NA","2017 IEEE/ACS 14th International Conference on Computer Systems and Applications (AICCSA)","","2017","","","1470","1477","","","","10.1109/AICCSA.2017.171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308463","Internet of Things;Internet of Medical Things;Ontology;Semantic Interoperability;Semantic reasoning","Semantics;Ontologies;Medical services;Cognition;Interoperability;Temperature sensors","health care;Internet of Things;knowledge representation languages;medical information systems;ontologies (artificial intelligence);open systems;semantic Web;telemedicine","medical connected objects;semantic interoperability;HealthIoT ontology;data semantic representation;data semantic interpretation;health data exchange;health data sharing;SWRL rules;Semantic Web Rule Language","","","","","","","","","IEEE","IEEE Conferences"
"A CMOS-compatible large-scale monolithic integration of heterogeneous multi-sensors on flexible silicon for IoT applications","J. M. Nassar; G. A. T. Sevilla; S. J. Velling; M. D. Cordero; M. M. Hussain","Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia; Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia; Material &amp; Nanoscience Program, Faculty of Science, University of Waterloo, Waterloo ON, N2L-3G1, Canada; Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia; Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia","2016 IEEE International Electron Devices Meeting (IEDM)","","2016","","","18.6.1","18.6.4","","","","10.1109/IEDM.2016.7838448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838448","","","CMOS integrated circuits;flexible electronics;health care;Internet of Things;monolithic integrated circuits;sensor fusion","CMOS technology;system level integration;flexible bulk silicon based multi-sensors platform;physical deformations;advanced wearable version;body vital monitoring;advanced healthcare;IoT applications","","","","","","","","","IEEE","IEEE Conferences"
"A Personal Health Index System with IoT Devices","M. K. Kim; H. T. Jung; S. D. Kim; H. J. La","NA; NA; NA; NA","2016 IEEE International Conference on Mobile Services (MS)","","2016","","","174","177","","","","10.1109/MobServ.2016.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7787072","Healthcare IoT;Toilet System;Health Index","","data analysis;health care;Internet of Things;medical computing","personal health index system;Internet of Things;medical IoT device;medical context analysis;toilet-based personal health care system;Rainbow Toilet System","","","","","","","","","IEEE","IEEE Conferences"
"Healthcare IoT: Benefits, vulnerabilities and solutions","F. Nausheen; S. H. Begum","Dept. of IT MJCET Hyderabad, India; Dept. of IT MJCET Hyderabad, India","2018 2nd International Conference on Inventive Systems and Control (ICISC)","","2018","","","517","522","","","","10.1109/ICISC.2018.8399126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399126","Healthcare IoT;Reverse Engineering;Obfuscation;Access Control","Medical services;Medical diagnostic imaging;Biomedical monitoring;Monitoring;Mobile applications;Security;Reverse engineering","authorisation;computer crime;cryptography;data privacy;health care;Internet of Things;medical computing;reverse engineering","mobile applications;medical data;security defense;healthcare IoT system;implantable medical devices;data privacy;implantable health gadgets;obfuscation technique;return oriented programming techniques","","","","","","","","","IEEE","IEEE Conferences"
"Smart Healthcare: Basic health check-up and monitoring system for elderly","B. Thaduangta; P. Choomjit; S. Mongkolveswith; U. Supasitthimethee; S. Funilkul; T. Triyason","Information Technology, School of Information Technology, King Mongkut's University of Technology Thonburi, Bangkok, Thailand; Information Technology, School of Information Technology, King Mongkut's University of Technology Thonburi, Bangkok, Thailand; Information Technology, School of Information Technology, King Mongkut's University of Technology Thonburi, Bangkok, Thailand; Information Technology, School of Information Technology, King Mongkut's University of Technology Thonburi, Bangkok, Thailand; Information Technology, School of Information Technology, King Mongkut's University of Technology Thonburi, Bangkok, Thailand; Information Technology, School of Information Technology, King Mongkut's University of Technology Thonburi, Bangkok, Thailand","2016 International Computer Science and Engineering Conference (ICSEC)","","2016","","","1","6","","","","10.1109/ICSEC.2016.7859874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7859874","elderly;e-health;smart healthcare;iot;ubiquitous","Senior citizens;Medical services;Monitoring;Temperature measurement;Biomedical monitoring;Image color analysis","data visualisation;geriatrics;health care;Internet;patient monitoring","smart health care;health check-up;health monitoring system;elderly;Thailand;health organizations;bio-signal measuring prototype;Web application;data visualization;technology acceptance model;TAM","","","","","","","","","IEEE","IEEE Conferences"
