"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An ambient assisted living system for elderly assistance applications","L. Mainetti; L. Manco; L. Patrono; A. Secco; I. Sergi; R. Vergallo","Department of Innovation Engineering, University of Salento, Lecce, Italy; Department of Innovation Engineering, University of Salento, Lecce, Italy; Department of Innovation Engineering, University of Salento, Lecce, Italy; Department of Innovation Engineering, University of Salento, Lecce, Italy; Department of Innovation Engineering, University of Salento, Lecce, Italy; Department of Innovation Engineering, University of Salento, Lecce, Italy","2016 IEEE 27th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","","2016","","","1","6","","","","10.1109/PIMRC.2016.7794963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7794963","Ambient Assisted Living;Home Care;Internet of Things","","array signal processing;assisted living;electroencephalography;handicapped aids;medical signal processing","remote reasoning system;heterogeneous sensor data;health status;disable people;elderly people;elderly assistance applications;AAL systems;ambient assisted living system","","","","","","","","","IEEE","IEEE Conferences"
"A multi-modal sensor infrastructure for healthcare in a residential environment","P. Woznowski; X. Fafoutis; T. Song; S. Hannuna; M. Camplani; L. Tao; A. Paiement; E. Mellios; M. Haghighi; N. Zhu; G. Hilton; D. Damen; T. Burghardt; M. Mirmehdi; R. Piechocki; D. Kaleshi; I. Craddock","Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK; Faculty of Engineering, University of Bristol, BS8 1UB, UK","2015 IEEE International Conference on Communication Workshop (ICCW)","","2015","","","271","277","","","","10.1109/ICCW.2015.7247190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7247190","Ambient Intelligence;Ambient Assisted Living;eHealth;Internet of Things","Sensors;Monitoring;Wireless sensor networks;Logic gates;Cameras;Biomedical monitoring;Wireless communication","ambient intelligence;assisted living;handicapped aids;health care;Internet of Things;medical diagnostic computing;patient monitoring","multimodal sensor infrastructure;residential environment;ambient assisted living systems;sensor technologies;ageing society;diverse medical conditions;healthy habitants;medical conditions;activities-of-daily living recognition;ADL recognition;multimodal system architecture;AAL remote healthcare monitoring;multiple diverse sensor data sources","","","","","","","","","IEEE","IEEE Conferences"
"Energy efficient heart rate sensing using a painted electrode ECG wearable","S. Krachunov; C. Beach; A. J. Casson; J. Pope; X. Fafoutis; R. J. Piechocki; I. Craddock","School of Electrical and Electronic Engineering, University of Manchester, UK; School of Electrical and Electronic Engineering, University of Manchester, UK; School of Electrical and Electronic Engineering, University of Manchester, UK; Department of Electrical and Electronic Engineering, University of Bristol, UK; Department of Electrical and Electronic Engineering, University of Bristol, UK; Department of Electrical and Electronic Engineering, University of Bristol, UK; Department of Electrical and Electronic Engineering, University of Bristol, UK","2017 Global Internet of Things Summit (GIoTS)","","2017","","","1","6","","","","10.1109/GIOTS.2017.8016260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8016260","Body sensor networks;Low power sensors;Electrocardiography;Heart rate;Heart rate variability","Electrocardiography;Electrodes;Biomedical monitoring;Wrist;Monitoring;Heart rate","biomedical equipment;electrocardiography;health care;patient care","energy efficient heart rate sensing;health care systems;painted electrode ECG wearable devices;optical techniques;heart rate detection;battery recharging;wrist ECG wearable;heart monitoring;in-home health care applications;ECG sensor;IoT wearable","","","","","","","","","IEEE","IEEE Conferences"
"A conceptual framework for an IoT-based health assistant and its authorization model","S. M. R. Islam; M. Hossain; R. Hasan; T. Q. Duong","Department of Computer Science and Engineering, Sejong University, South Korea; Department of Computer Science, University of Alabama at Birmingham, USA; Department of Computer Science, University of Alabama at Birmingham, USA; School of Electronics, Electrical Engineering and Computer Science, Queen's University Belfast, UK","2018 IEEE 8th Annual Computing and Communication Workshop and Conference (CCWC)","","2018","","","616","621","","","","10.1109/CCWC.2018.8301670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8301670","Internet of Things;Healthcare;Health Assistant;Telemedicine;Security System","Medical services;Sensors;Servers;Databases;Authorization;Authentication","authorisation;health care;Internet of Things;medical computing","authorization ticket;security access token;user access;medical IoT device;protected access;health assistant;authorization model;health prescription assistant;HPA;patient;doctors recommendations;security system;user authentication;OpenID standard;access control mechanism;medical devices;SAT;conceptual framework","","","","","","","","","IEEE","IEEE Conferences"
"An Emerging Era in the Management of Parkinson's Disease: Wearable Technologies and the Internet of Things","C. F. Pasluosta; H. Gassner; J. Winkler; J. Klucken; B. M. Eskofier","Digital Sports Group, Pattern Recognition Laboratory, Department of Computer Science, Friedrich Alexander University Erlangen-Nürnberg (FAU), Erlangen, Germany; Department of Molecular Neurology, University Hospital Erlangen, Erlangen, Germany; Department of Molecular Neurology, University Hospital Erlangen, Erlangen, Germany; Department of Molecular Neurology, University Hospital Erlangen, Erlangen, Germany; Digital Sports Group, Pattern Recognition Laboratory, Department of Computer Science, Friedrich Alexander University Erlangen-Nürnberg (FAU), Erlangen, Germany","IEEE Journal of Biomedical and Health Informatics","","2015","19","6","1873","1881","","","","10.1109/JBHI.2015.2461555","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7169494","Wearable technologies;Internet of Things;Parkinson’s disease;knowledge discovery;patients;Internet of things (IoT);knowledge discovery;parkinson's disease (PD);patients;wearable technologies","Parkinson's disease;Biomedical monitoring;Internet of things;Wearable sensors","body sensor networks;diseases;health care;Internet of Things;medical disorders;neurophysiology;patient diagnosis","Parkinson's disease management;wearable technologies;Internet-of-Things;IoT;diagnostics;self-assessment;objective device-assessment;patient experience;disease progression;physical deficits;intelligent algorithms;tablets;cell phones;medical database;lightweight wearable sensors;real-time motion metrics;laterally distributed platform;chronic neurological disorders;life expectancy;global healthcare system","Cell Phone;Humans;Internet;Monitoring, Ambulatory;Parkinson Disease;Telemedicine","","","","","","","","IEEE","IEEE Journals & Magazines"
"The patient-centric mobile healthcare system enhancing sensor connectivity and data interoperability","Jongseok Choi; Minkeun Ha; Janggwan Im; Jaewook Byun; Kiwoong Kwon; Wondeuk Yoon; Dongsoo Kim; Sehyeon Heo; Daeyoung Kim","Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea; Department of Computer Science, Korea Advanced Institute of Science and Technology, Korea","2015 International Conference on Recent Advances in Internet of Things (RIoT)","","2015","","","1","6","","","","10.1109/RIOT.2015.7104911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7104911","","Decision support systems;Interoperability;Logic gates;Browsers;Software;Routing","body area networks;health care;IP networks;mobile computing;open systems;telemedicine;Web services","patient-centric mobile healthcare system;miniaturized wearable sensor connectivity;data interoperability;body area network;BAN;Internet;body sensors;RESTful Web service;CoAP;IPv6;extended EPCglobal architecture;patient browser;EagleEye","","","","","","","","","IEEE","IEEE Conferences"
"Population-Scale Pervasive Health","T. Althoff","Stanford University","IEEE Pervasive Computing","","2017","16","4","75","79","","","","10.1109/MPRV.2017.3971134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8090466","pervasive computing;pervasive health;Internet of Things;healthcare;mobile;bioinformatics;data analysis;privacy;Internet/Web technologies;social media","Statistics;Sensors;Medical services;Mobile communication;Social network services;Atmospheric measurements;Bioinformatics;Privacy;Data analysis;Internet of Things","human factors;Internet;medical computing;ubiquitous computing","population-scale pervasive health;commercial devices;Web applications;human behaviors","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A triggering mechanism for end-to-end IoT eHealth system with connected ambulance vehicles","A. Elsaadany; A. Sedky; N. Elkholy","Department of Computer Engineering, Pharos University in Alexandria; Department of Computer Engineering, Pharos University in Alexandria; Department of Computer Engineering, Pharos University in Alexandria","2017 8th International Conference on Information, Intelligence, Systems & Applications (IISA)","","2017","","","1","6","","","","10.1109/IISA.2017.8316405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8316405","Healthcare;Internet of Things;Sensing device;Mobile Application;User Interfaces","Medical services;Temperature sensors;Monitoring;Servers;Temperature measurement;Liquid crystal displays","assisted living;geriatrics;health care;medical computing","connected ambulance vehicles;electronic services;e-health services;multithreshold multilevel trigging algorithm;end-to-end IoT e-health system;connected e-health system;comprehensive e-health system","","","","","","","","","IEEE","IEEE Conferences"
"An autonomous solar powered wireless monitoring and surveillance system","A. P. Murdan; S. Caremben","Electrical and Electronics Engineering Dept, University of Mauritius, Reduit, Moka, Mauritius; Electrical and Electronics Engineering Dept, University of Mauritius, Reduit, Moka, Mauritius","2018 13th IEEE Conference on Industrial Electronics and Applications (ICIEA)","","2018","","","784","789","","","","10.1109/ICIEA.2018.8397820","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397820","surveillance;microcontroller;internet of things platform","Cameras;Batteries;Temperature measurement;Microcontrollers;Monitoring;Software;Temperature sensors","microcontrollers;object detection;photovoltaic power systems;radiotelemetry;solar power;video cameras;video surveillance","live video broadcasting;low cost microcontroller;motion detection system;photovoltaic system;surveillance camera systems;remote surveillance system;analog CCTV surveillance;commercial home security systems;low-cost security systems;security camera system;total household energy consumption;home security system;highly scalable monitoring system;autonomous solar wireless powered monitoring system;Internet;fully digital network video surveillance systems;Arduino;carbon footprint reduction;camera module;online Internet of Things platform;IoT platform;residential buildings;commercial buildings;time 24 hour","","","","","","","","","IEEE","IEEE Conferences"
"Enabling Community Health Care with Microservices","R. Hill; D. Shadija; M. Rezai","NA; NA; NA","2017 IEEE International Symposium on Parallel and Distributed Processing with Applications and 2017 IEEE International Conference on Ubiquitous Computing and Communications (ISPA/IUCC)","","2017","","","1444","1450","","","","10.1109/ISPA/IUCC.2017.00220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8367450","Microservices;health care;Internet of Things-(IoT;Agent Unified Modeling Language-(AUML)","Medical services;Computer architecture;Internet of Things;Business;Monitoring;Service-oriented architecture","health care;Internet of Things;service-oriented architecture","enabling community health care;microservice architectures;MA;loosely coupled services;coarse-grained services;scalable applications;enterprises;emerging technologies;associated influences;human interaction;community health care domain;complex application scenario;software;hardware interactions;Internet of Things;IoT","","","","","","","","","IEEE","IEEE Conferences"
"Computational Performance Analysis of Cluster-based Technologies for Big Data Analytics","M. Khan; Salman; N. Iqbal","NA; NA; NA","2017 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)","","2017","","","280","286","","","","10.1109/iThings-GreenCom-CPSCom-SmartData.2017.239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8276765","Big Data;Apache Hadoop;Apache Spark;Distributed Computing;Performance","Sparks;Big Data;Task analysis;Distributed computing;Yarn;Programming","Big Data;parallel processing;parallel programming;pattern clustering","unstructured data;distributed computing platform;Hadoop MapReduce;data intensive applications;Spark programming models;Big Data analysis","","","","","","","","","IEEE","IEEE Conferences"
"Quantifying security and privacy in Internet of Things solutions","F. Alsubaei; A. Abuhussein; S. Shiva","Computer Science Department, The University of Memphis, Memphis, TN, USA; Department of Information Systems, St. Cloud State University, St. Cloud, MN, USA; Computer Science Department, The University of Memphis, Memphis, TN, USA","NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium","","2018","","","1","6","","","","10.1109/NOMS.2018.8406318","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406318","IoT;security;privacy;assessment;quantitative","Security;Privacy;Internet of Things;Measurement;Hardware;Cloud computing;Computer science","analytic hierarchy process;data privacy;Internet of Things;security of data","in-depth security;privacy assessment criteria;Internet of things solutions;Analytic Hierarchy Process;security awareness;sensitive domains","","","","","","","","","IEEE","IEEE Conferences"
"Real-Time Signal Quality-Aware ECG Telemetry System for IoT-Based Health Care Monitoring","U. Satija; B. Ramkumar; M. Sabarimalai Manikandan","School of Electrical Sciences, Indian Institute of Technology Bhubaneswar, Bhubaneswar, India; School of Electrical Sciences, Indian Institute of Technology Bhubaneswar, Bhubaneswar, India; School of Electrical Sciences, Indian Institute of Technology Bhubaneswar, Bhubaneswar, India","IEEE Internet of Things Journal","","2017","4","3","815","823","","","","10.1109/JIOT.2017.2670022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7857776","Electrocardiogram (ECG) signal quality assessment (SQA);internet of Things (IoT);m-health;medical body area networks;wearable medical devices;wireless healthcare monitoring","Electrocardiography;Monitoring;Quality assessment;Wireless communication;Real-time systems;Medical services;Sensors","Bluetooth;cardiology;cloud computing;electrocardiography;file servers;Internet of Things;learning (artificial intelligence);medical signal processing;microcontrollers;patient diagnosis;patient monitoring;smart phones;telemedicine","real-time signal quality-aware ECG telemetry system;IoT-based health care monitoring;Internet of Things;electrocardiogram;continuous cardiac health monitoring applications;ECG signal sensing module;automated signal quality assessment module;SQA;SQAw;Arduino;Android phone;Bluetooth;cloud server;MIT-BIH arrhythmia databases;Physionet challenge databases;RR interval features;machine learning approaches;battery lifetime;unsupervised diagnosis system;clinical acceptability","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Performance and energy evaluation of RESTful web services in Raspberry Pi","L. H. Nunes; L. H. V. Nakamura; H. d. F. Vieira; R. M. d. O. Libardi; E. M. de Oliveira; J. C. Estrella; S. Reiff-Marganiec","University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-SP, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-SP, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-SP, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-SP, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-SP, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-SP, Brazil; University of Leicester, University Road, Leicester, LE1 7RH - UK","2014 IEEE 33rd International Performance Computing and Communications Conference (IPCCC)","","2014","","","1","9","","","","10.1109/PCCC.2014.7017086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7017086","Web Services;Service Oriented Architecture;Quality of Service;Performance Evaluation;Apache Axis2;Apache CFX;Raspberry Pi","Servers;Performance evaluation;Energy consumption;Simple object access protocol;Mobile communication;Power demand","Internet of Things;performance evaluation;power aware computing;power consumption;system-on-chip;Web services","energy evaluation;performance evaluation;RESTful Web services;Raspberry Pi;green computing;energy consumption;Internet of Things;Axis2 framework;CXF framework;SoC","","","","","","","","","IEEE","IEEE Conferences"
"AAL open source system for the monitoring and intelligent control of nursing homes","R. Gonzalez-Usach; V. Collado; M. Esteve; C. E. Palau","Universitat Politecnica de Valencia, Spain; ISECO Systems, S.L., Valencia, Spain; Universitat Politecnica de Valencia, Spain; Universitat Politecnica de Valencia, Spain","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","","2017","","","84","89","","","","10.1109/ICNSC.2017.8000072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000072","Ambient Assisted Living;Internet of Things;Active and Healthy Aging;Ambient Intelligence;Sensor Observation Service;Sensor Web Enablement;Open Geospatial Consortium;open source system;interoperability","Monitoring;Medical services;Aging;Standards;Geospatial analysis;Senior citizens;Actuators","actuators;assisted living;data analysis;information retrieval;intelligent control;Internet of Things;patient care;sensors","nursing home intelligent control;nursing home monitoring;IoT;ambient assisted living;active-and-healthy aging;SAFE-ECH;innovative intelligent AAL open source system;ambient intelligent environment;intelligent data analysis;open geospatial consortium complying;observations & measurements schema;O&M;SensorML;sensor Web enablement;SWE;sensor observation service;SOS;sensor data collection;heterogeneous sensor networks;complex event processor","","","","","","","","","IEEE","IEEE Conferences"
"Syndrome: Spectral analysis for anomaly detection on medical IoT and embedded devices","N. Sehatbakhsh; M. Alam; A. Nazari; A. Zajic; M. Prvulovic","Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, USA","2018 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","2018","","","1","8","","","","10.1109/HST.2018.8383884","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8383884","Hardware Security;Malware Detection;Internet-of-Things;Embedded System","Monitoring;Biomedical monitoring;Malware;Hardware;Medical diagnostic imaging;Clocks","embedded systems;health care;Internet of Things;invasive software;medical computing;public domain software","SYNDROME;malware detector;Syndrome;real-world medical device;Linux IoT mini-computers;Spectral analysis;anomaly detection;medical IoT;internet-of-things;health-care solutions;wearable devices;connected medical devices;advanced health sensors;health care system;security risks;complex malware detectors;medical embedded devices;embedded/IoT devices;electromagnetic signals;open-source software;Syringe Pump","","","","","","","","","IEEE","IEEE Conferences"
"IoT Agent Platform Mechanism with Transparent Cloud Computing Framework for Improving IoT Security","I. Nakagawa; S. Shimojo","NA; NA","2017 IEEE 41st Annual Computer Software and Applications Conference (COMPSAC)","","2017","2","","684","689","","","","10.1109/COMPSAC.2017.156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8030012","Internet of Things;IoT Security;Agent Platform","Security;Cloud computing;Cloning;Relays;Maintenance engineering","cloud computing;Internet of Things;security of data;software agents","IoT agent platform mechanism;transparent cloud computing framework;IoT security;Internet of Things security;embedded IoT softwares;Dripcast;transparent programming framework","","","","","","","","","IEEE","IEEE Conferences"
"MobileCoach: A novel open source platform for the design of evidence-based, scalable and low-cost behavioral health interventions: Overview and preliminary evaluation in the public health context","A. Filler; T. Kowatsch; S. Haug; F. Wahle; T. Staake; E. Fleisch","Health-IS Lab, Chair of Information Management, ETH Zurich, Zurich, Switzerland; Health-IS Lab, Chair of Information Management, ETH Zurich, Zurich, Switzerland; Swiss Research Institute for Public Health and Addiction, Zurich, Switzerland; Health-IS Lab, Chair of Information Management, ETH Zurich, Zurich, Switzerland; Energy Efficient Systems Group, University of Bamberg, Bamberg, Germany; Health-IS Lab, Chair of Information Management, ETH Zurich, Zurich, Switzerland","2015 Wireless Telecommunications Symposium (WTS)","","2015","","","1","6","","","","10.1109/WTS.2015.7117255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7117255","open source platform;behavioral intervention;empirical study;public health;addiction","Media;Monitoring;Public healthcare;Licenses;Context;Diseases;Engines","biomedical communication;mobile radio","MobileCoach;open source platform;behavioral health interventions;modular architecture;rule-based engine;state transitions;interdisciplinary research teams;business organizations;process data streams","","","","","","","","","IEEE","IEEE Conferences"
"IoT for Telemedicine Practices enabled by an Android&#x2122; Application with Cloud System Integration","F. Stradolini; N. Tamburrano; T. Modoux; A. Tuoheti; D. Demarchi; S. Carrara","EPFL, Switzerland; Department of Electronics and Telecommunications, Integrated Systems Laboratory, Politecnico di Torino, Italy; Switzerland; Department of Electronics and Telecommunications, Integrated Systems Laboratory, EPFL, Politecnico di Torino, Italy; e-Health Data Middleware, Innovation Park, EPFL, Pryv SA, Switzerland; Integrated Systems Laboratory, EPFL, Switzerland; Department of Electronics and Telecommunications, Politecnico di Torino,Italy; Integrated Systems Laboratory, EPFL, Switzerland","2018 IEEE International Symposium on Circuits and Systems (ISCAS)","","2018","","","1","5","","","","10.1109/ISCAS.2018.8351871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8351871","","Monitoring;Medical services;Cloud computing;Androids;Humanoid robots;Time division multiplexing;Medical diagnostic imaging","","","","","","","","","","","IEEE","IEEE Conferences"
"Active Linked Data for Human Centric Semantic Web of Things","Y. Chenzhou; W. J. Shen; W. Sun; G. Hu; J. Li; L. H. Xu; X. Z. Sun; Y. Pan","NA; NA; NA; NA; NA; NA; NA; NA","2012 IEEE International Conference on Green Computing and Communications","","2012","","","9","16","","","","10.1109/GreenCom.2012.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6468289","Web of Things;Active Linked Data;Multi-Agent;Human Centric Application","Humans;Data models;Sensors;Semantic Web;Collaboration;Semantics;Computational modeling","data handling;Internet of Things;multi-agent systems;semantic Web","active linked data;human centric semantic Web-of-things;Internet-of-things;network connectivity;device mash up;data collection;monitoring mechanism;tasking mechanism;presentation mechanism;information flow mechanism;collaboration mechanism;data model;task model;context model;computational organization model;knowledge model;presentation model;interaction model;multi-agent technology;human-to-human collaboration;human-to-machine collaboration;care coordination;ubiquitous health service roaming","","","","","","","","","IEEE","IEEE Conferences"
"Designing of a prototype of e-health monitoring system","S. Biswas; S. Misra","Applied Electronics and Instrumentation Engineering, Heritage Institute of Technology, Chowbaga Road, Anandapur, Kolkata - 700107; Applied Electronics and Instrumentation Engineering, Heritage Institute of Technology, Chowbaga Road, Anandapur, Kolkata - 700107","2015 IEEE International Conference on Research in Computational Intelligence and Communication Networks (ICRCICN)","","2015","","","267","272","","","","10.1109/ICRCICN.2015.7434248","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7434248","Continuous Health Monitoring;Outlier Detection;Preemptive Medical Guidance","Medical services;Temperature sensors;Monitoring;Temperature measurement;Mobile communication;Bluetooth","health care;Internet of Things;patient monitoring;software architecture;telemedicine","e-health monitoring system;lifestyle related ailment;medical attention;proactive health related alert;telemedicine;healthcare services;IoT based platform architecture;patients health data;vital health parameters;clinical healthcare","","","","","","","","","IEEE","IEEE Conferences"
"Diabetes Digital Coach: Developing an Infrastructure for e-Health Self-Management Tools","A. Winterlich; I. Stevenson; A. Waldren; T. Dawson","NA; NA; NA; NA","2016 9th International Conference on Developments in eSystems Engineering (DeSE)","","2016","","","68","73","","","","10.1109/DeSE.2016.56","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930626","IoT;e-systems;data analytics;e-health;diabetes;self-management","Diabetes;Technological innovation;Tools;Electronic mail;Face;Mobile communication","data analysis;health care;Internet of Things;mobile computing;risk analysis;wearable computers","diabetes digital coach test bed;e-health self-management tools;United Kingdom national health service;Internet of Things;interconnected digital innovations;health care;social care;mobile health self-management tools;patient education;wearable sensors;England;risk patients;work force planning;patient care;data analytics","","","","","","","","","IEEE","IEEE Conferences"
"Usability of LoRaWAN Technology in a Central Business District","P. J. Radcliffe; K. G. Chavez; P. Beckett; J. Spangaro; C. Jakob","NA; NA; NA; NA; NA","2017 IEEE 85th Vehicular Technology Conference (VTC Spring)","","2017","","","1","5","","","","10.1109/VTCSpring.2017.8108675","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8108675","","Base stations;Buildings;Urban areas;Meters;Global Positioning System;Batteries;Loss measurement","protocols;wide area networks","Central Business District;physical RF protocol;high-density urban area;LoRaWAN technology;wireless battery operated devices;low data rate applications;infrastructure monitoring;asset tracking;health care;Melbourne CBD;low-power wide area network specification;transportation;loss-free communication;base station","","","","","","","","","IEEE","IEEE Conferences"
"Food Image Recognition Using Pervasive Cloud Computing","P. Duan; W. Wang; W. Zhang; F. Gong; P. Zhang; Y. Rao","NA; NA; NA; NA; NA; NA","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing","","2013","","","1631","1637","","","","10.1109/GreenCom-iThings-CPSCom.2013.296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6682308","image recognition;Pervasive Cloud Computing;MapReduce;SIFT","Image recognition;Feature extraction;Vectors;Servers;Indexes;Cloud computing;Smart phones","cloud computing;food technology;health care;image recognition;pattern clustering;ubiquitous computing","MapReduce programming;feature clustering;KMeans algorithm;food image feature;Gabor descriptor;scale invariant feature transform;SIFT;e-health application;pervasive cloud computing;food image recognition","","","","","","","","","IEEE","IEEE Conferences"
"Combining memory allocation and processor volatage scaling for energy-efficient IoT task scheduling","S. A. Nam; K. Cho; H. Bahn","Department of Computer Science and Engineering, Ewha Womans University, Seoul, Republic of Korea; Department of Computer Science and Engineering, Ewha Womans University, Seoul, Republic of Korea; Department of Computer Science and Engineering, Ewha Womans University, Seoul, Republic of Korea","2017 IEEE/ACIS 16th International Conference on Computer and Information Science (ICIS)","","2017","","","441","446","","","","10.1109/ICIS.2017.7960033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7960033","dynamic voltage scaling;hybrid memory;internet-of-things (IoT);non-volatile memory;real-time task scheduling","Random access memory;Nonvolatile memory;Phase change materials;Real-time systems;Power demand;Memory management;Magnetic tunneling","Internet of Things;power aware computing;processor scheduling;random-access storage;real-time systems;storage management","memory allocation;processor voltage scaling;energy-efficient IoT task scheduling;Internet-of-Things;power consumption reduction;battery-based IoT devices;real-time systems;power-savings;processor dynamic voltage-frequency scaling;memory subsystems;task allocation;hybrid memory;nonvolatile memory technologies;real-time task deadline constraint","","","","","","","","","IEEE","IEEE Conferences"
"Exploring Human Body Communications for IoT Enabled Ambulatory Health Monitoring Systems","P. Sundaravadivel; S. P. Mohanty; E. Kougianos; V. P. Yanambaka; H. Thapliyal","NA; NA; NA; NA; NA","2016 IEEE International Symposium on Nanoelectronic and Information Systems (iNIS)","","2016","","","17","22","","","","10.1109/iNIS.2016.016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7829514","Internet of Things (IoT);Smart Healthcare;Human body communication (HBC);Frequency selective baseband transmission (FSBT);Body coupled communication (BCC)","","body sensor networks;health care;Internet of Things;market opportunities;parallel processing;patient monitoring","human body communications;IoT;ambulatory health monitoring systems;market demand;high performance computing;portable computing;body sensor network;Internet of Things;Simulink","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Medical Things: A Review of Recent Contributions Dealing with Cyber-Physical Systems in Medicine","A. Gatouillat; Y. Badr; B. Massot; E. Sejdi&#x0107;","Univ Lyon, INSA Lyon, LIRIS, UMR5205, F-69621, France.; Univ Lyon, INSA Lyon, LIRIS, UMR5205, F-69621, France.; Univ Lyon, INSA Lyon, INL, UMR5270, F-69621, France.; Department of Electrical and Computer Engineering, Swanson School of Engineering, University of Pittsburgh, Pittsburgh, PA, USA.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2849014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8388188","cyber-physical systems;wearable devices;health informatics;Internet of medical things.","Reliability;Biological system modeling;Computational modeling;Medical diagnostic imaging;Mathematical model;Security;Safety","","","","","","","","","","","IEEE","IEEE Early Access Articles"
