"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Internet of Things in Eye Diseases, Introducing a New Smart Eyeglasses Designed for Probable Dangerous Pressure Changes in Human Eyes","G. Prouski; M. Jafari; H. Zarrabi","Department of Computer Engineering Science and Research Branch, Islamic Azad Unversity Tehran, Iran; Department of Computer Engineering Payame Noor University Tehran, Iran; Iran ICT Research Center Tehran, Iran","2017 International Conference on Computer and Applications (ICCA)","","2017","","","364","368","","","","10.1109/COMAPP.2017.8079762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8079762","Internet of Things;communication;eye stroke;smart eyeglasses;eye disorders","Smart phones;Internet of Things;Medical services;Image color analysis;Biomedical monitoring;Data models;Blood pressure","blood flow measurement;blood pressure measurement;blood vessels;diseases;eye;flow sensors;Internet of Things;vision defects","blind eye sight;eyeglasses design;eye blood flow sensor;lens color;eye diseases;smart eyeglasses;human eyes;health sector;IoT applications;optic nerve disorder;blood supply;Internet of things;ophthalmology;vascular disorders;complete blind eye sight;dangerous pressure changes","","","","","","","","","IEEE","IEEE Conferences"
"On the Integration of Cloud Computing and Internet of Things","A. Botta; W. de Donato; V. Persico; A. Pescapé","NA; NA; NA; NA","2014 International Conference on Future Internet of Things and Cloud","","2014","","","23","30","","","","10.1109/FiCloud.2014.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6984170","Cloud;IoT","Cloud computing;Security;Big data;Market research;Medical services;Vehicles","cloud computing;Internet of Things","cloud computing;Internet of Things;CloudIoT paradigm","","","","","","","","","IEEE","IEEE Conferences"
"Proactive personalized services through fog-cloud computing in large-scale IoT-based healthcare application","S. He; B. Cheng; H. Wang; Y. Huang; J. Chen","State Key Lab. of Networking & Switching Technology, Beijing University of Posts & Telecommunications, Beijing 100876, China; State Key Lab. of Networking & Switching Technology, Beijing University of Posts & Telecommunications, Beijing 100876, China; School of Information Science & Technology, Linyi University, Linyi 276005, China; State Key Lab. of Networking & Switching Technology, Beijing University of Posts & Telecommunications, Beijing 100876, China; State Key Lab. of Networking & Switching Technology, Beijing University of Posts & Telecommunications, Beijing 100876, China","China Communications","","2017","14","11","1","16","","","","10.1109/CC.2017.8233646","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8233646","personalized services;fog computing;complex event pattern;IoT-based healthcare application","Medical services;Computer architecture;Intelligent sensors;Cloud computing;Real-time systems;Optimization","cloud computing;health care;Internet of Things;parallel processing;ubiquitous computing","medical sensors;complex event processing;data stream processing;hierarchical fog-cloud computing CEP architecture;personalized service;sensor layer;fog layer;cloud layer;healthcare application;proactive personalized services;elder living;patient living;FogCepCare;IoT-based healthcare application","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Wireless Sensors Integration for Bend Angle and Distance Rate of Gait Measurement","A. H. A. Razak; M. F. Azmi; S. A. M. Al Junid; M. F. M. Idros; A. K. Halim","Electronic Architecture and Application (EArA) Research Group, Faculty of Electrical Engineering, Universiti Teknologi MARA Malaysia, 40450 Shah Alam, Selangor, Malaysia; Electronic Architecture and Application (EArA) Research Group, Faculty of Electrical Engineering, Universiti Teknologi MARA Malaysia, 40450 Shah Alam, Selangor, Malaysia; Electronic Architecture and Application (EArA) Research Group, Faculty of Electrical Engineering, Universiti Teknologi MARA Malaysia, 40450 Shah Alam, Selangor, Malaysia; Electronic Architecture and Application (EArA) Research Group, Faculty of Electrical Engineering, Universiti Teknologi MARA Malaysia, 40450 Shah Alam, Selangor, Malaysia; Electronic Architecture and Application (EArA) Research Group, Faculty of Electrical Engineering, Universiti Teknologi MARA Malaysia, 40450 Shah Alam, Selangor, Malaysia","2016 6th IEEE International Conference on Control System, Computing and Engineering (ICCSCE)","","2016","","","551","556","","","","10.1109/ICCSCE.2016.7893637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7893637","Gait parameter;Plantar flexion;Dorsiflexion;Internet of Things;Bend or Flex sensor;Online monitoring","Sensors;Footwear;Legged locomotion;Monitoring;Foot;Androids;Humanoid robots","Bluetooth;gait analysis;Internet of Things;mobile computing;mobile handsets;wireless sensor networks","wireless sensors integration;bend angle;distance rate;gait measurement;gait shoe system;continuous monitoring;gait analysis;Internet of Things;IoT;wireless system;bend sensors;ultrasound sensor;Intel Edison;Minnow board;Bluetooth module;mobile application;database system;motion laboratory;motion body segments;plantar flexion;dorsiflexion;gait information;daily routine life;medical specialist;data center analysis;online monitoring;mobile phone","","","","","","","","","IEEE","IEEE Conferences"
"RFID Technology for IoT-Based Personal Healthcare in Smart Spaces","S. Amendola; R. Lodato; S. Manzari; C. Occhiuzzi; G. Marrocco","University of Rome "Tor Vergata", Rome, Italy; University of Rome "Tor Vergata", Rome, Italy; University of Rome "Tor Vergata", Rome, Italy; Radio6ense S.r.l., Rome, Italy; University of Rome "Tor Vergata", Rome, Italy","IEEE Internet of Things Journal","","2014","1","2","144","152","","","","10.1109/JIOT.2014.2313981","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6780609","Internet of Things (IoT);RF identification (RFID);sensors;wearable sensors","Radiofrequency identification;Temperature sensors;Biomedical monitoring;Monitoring;Internet of Things;Medical services","health care;Internet of Things;radiofrequency identification;telemedicine","RFID technology;IoT-based personal healthcare;smart spaces;medical model;participatory medicine;Internet of Things;sensors;remote assistance;radiofrequency identification technology;IoT physical layer;smart environments;body centric systems;multichannel data processing;sanitary regulations;power exposure","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Smartwatch-driven multisensory recorder: Design and testing of a smartwatch-based framework to support psychiatric disorders","M. Constant; L. Brick; N. Nugent; M. Armey; K. Mankodiya","Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, RI, USA; Department of Psychiatry, Rhode Island Hospital, Providence, RI, USA; Department of Psychiatry, Rhode Island Hospital, Providence, RI, USA; Butler Hospital &amp; Brown University School of Medicine, Providence, RI, USA; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, RI, USA","2016 IEEE MIT Undergraduate Research Technology Conference (URTC)","","2016","","","1","4","","","","10.1109/URTC.2016.8284078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8284078","Smart Textile;Motion Sensing;Parkinson's Disease;Wearable Sensors;Internet-of-Things","Androids;Humanoid robots;Heart rate;Temperature sensors;Skin;Audio recording","Android (operating system);Internet of Things;medical computing;medical disorders;mobile computing;psychology;sensor fusion;wearable computers","Internet-of-Things industry;IoT;Android application;Microsoft Band 2;psychiatric disorders;physiological data;heart rate;galvanic skin response;posttraumatic stress disorder;multisensory recorder;smartwatch-based framework","","","","","","","","","IEEE","IEEE Conferences"
"Privacy in the Internet of Things for Smart Healthcare","D. He; R. Ye; S. Chan; M. Guizani; Y. Xu","NA; NA; NA; NA; NA","IEEE Communications Magazine","","2018","56","4","38","44","","","","10.1109/MCOM.2018.1700809","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8337893","","Privacy;Medical services;Biomedical monitoring;Intelligent sensors;Biosensors;Wearable sensors;Smart devices;Smart healthcare","biosensors;data privacy;health care;Internet of Things;security of data","wearable biosensors;wireless communication technologies;smart healthcare systems;password guessing attack;IoT devices;health data privacy;security threats;internet of things;patient monitoring;password strength evaluation method","","","","","","","","","IEEE","IEEE Journals & Magazines"
"IoT solutions for health monitoring: Analysis and case study","I. Medvediev; O. Illiashenko; D. Uzun; A. Strielkina","Department of Computer Systems, Networks and Cybersecurity, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Department of Computer Systems, Networks and Cybersecurity, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Department of Computer Systems, Networks and Cybersecurity, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Department of Computer Systems, Networks and Cybersecurity, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070","2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT)","","2018","","","163","168","","","","10.1109/DESSERT.2018.8409120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409120","Internet of Things;IoT;electrocardiography;medical wearable electronics;health monitoring;healthcare;cloud technologies","Monitoring;Protocols;Cloud computing;Security;Sensors;Biomedical monitoring;Hardware","biomedical communication;cardiology;cloud computing;data privacy;health care;Internet of Things;patient monitoring","medical wearable electronic cardiograph;cloud technologies;health monitoring;privacy requirements;IoT solutions;IoT;security requirements;patient monitoring;heart rate monitoring;Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"State-of-the-art in wearable technology: Medical area applications","A. Viegas; M. M. Abreu; I. Pedrosa","Coimbra Business School - IPC, Quinta Agrícola - Bencanta, Coimbra, Portugal; Coimbra Business School - IPC, Instituto Universitário de Lisboa (ISCTE- IUL), Lisboa, Portugal Business Research Unit (BRU-IUL) Av. das Forças Armadas, Lisboa, 1649-026 Lisboa, Portugal; Coimbra Business School - IPC, Instituto Universitário de Lisboa (ISCTE- IUL), Lisboa, Portugal ISTAR-IUL, Av. das Forças Armadas, Lisboa, 1649-026 Lisboa, Portugal","2016 11th Iberian Conference on Information Systems and Technologies (CISTI)","","2016","","","1","6","","","","10.1109/CISTI.2016.7521565","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7521565","Wearable Technology;Healthcare;Internet of Things;Augmented Reality","Biomedical monitoring;Google;Glass;Monitoring;Internet of things;Wearable computers;Software","Internet of Things;medical computing;wearable computers","wearable technology;medical area applications;technological components;clothing accessories;Internet of Things;patient overloading hospitals;medical centers","","","","","","","","","IEEE","IEEE Conferences"
"Machine-Learning Classifiers for Security in Connected Medical Devices","S. Gao; G. Thamilarasu","NA; NA","2017 26th International Conference on Computer Communication and Networks (ICCCN)","","2017","","","1","5","","","","10.1109/ICCCN.2017.8038507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8038507","","Security;Medical diagnostic imaging;Logic gates;Wireless communication;Communication system security;Monitoring;Machine learning algorithms","biomedical equipment;health care;Internet of Things;learning (artificial intelligence);pattern classification;security of data","machine-learning classifiers;connected medical device security;wireless connectivity;remote monitoring features;Internet of Things technology;health-care professionals;security vulnerabilities;medical device hacks;security attacks;feature sets","","","","","","","","","IEEE","IEEE Conferences"
"Review and Classification of Multichannel MAC Protocols for Low-Power and Lossy Networks","C. M. García Algora; V. Alfonso Reguera; N. Deligiannis; K. Steenhaut","Department of Electronics and Informatics, Vrije Universiteit Brussel, Brussels, Belgium; Department of Telecommunications and Electronics, Universidad Central “Marta Abreu” de Las Villas, Santa Clara, Cuba; Department of Electronics and Informatics, Vrije Universiteit Brussel, Brussels, Belgium; Department of Electronics and Informatics, Vrije Universiteit Brussel, Brussels, Belgium","IEEE Access","","2017","5","","19536","19561","","","","10.1109/ACCESS.2017.2748178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8024074","LLN;multichannel MAC protocols;Internet of Things;classification framework","Media Access Protocol;IEEE 802.15 Standard;Mobile ad hoc networks;Wireless communication;Monitoring","access protocols;Internet of Things;pattern classification;radiofrequency interference;wireless channels;Zigbee","IoT;data aggregation;processing nodes;medical radio band;wireless systems;multichannel communications;multichannel medium access control protocols;MAC layer;classification framework;classification studies;MAC protocol;prior classification efforts-can;relevant protocols;recent multichannel MAC;network capacity;network stack;multichannel MAC protocol classification;Internet of Things;LLN;wireless low-power lossy networks;nonlicensed industrial scientific and medical radio band;IEEE 802.15.4 standard;time slotted channel hopping","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Review of Smart Health Monitoring Approaches with Survey Analysis and Proposed Framework","Sonal; S. Reddy; D. Kumar","ECE Department, Indira Gandhi Delhi Technical University for Women, Delhi, India.; CSE Department, Indira Gandhi Delhi Technical University for Women, Delhi, India.; Department of Pediatrics, Dr. Ram Manohar Lohia Hospital, Delhi, India.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2872389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8473683","Smart villages and towns;health monitoring system;methods of early diagnosis.","Monitoring;Biomedical monitoring;Sociology;Statistics;Diseases;Servers","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"ECG classification and prognostic approach towards personalized healthcare","A. Walinjkar; J. Woods","Department of Computer Science and Electronics Engineering University of Essex Colchester, Essex; Department of Computer Science and Electronics Engineering University of Essex Colchester, Essex","2017 International Conference On Social Media, Wearable And Web Analytics (Social Media)","","2017","","","1","8","","","","10.1109/SOCIALMEDIA.2017.8057360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8057360","ECG classification;Wearable IoT;preventive health-care;real-time ECG;arrhythmia detection;arrhythmia Neural-Net;MITDB;Physionet;GP Connect;HL7;FHIR","Electrocardiography;Heart;Real-time systems;Databases;Biomedical monitoring;Monitoring;Feature extraction","biomedical telemetry;cardiology;data acquisition;electrocardiography;entropy;feature extraction;health care;health hazards;learning (artificial intelligence);medical information systems;medical signal processing;neural nets;patient monitoring;pattern matching;real-time systems;signal classification;telemedicine;Web services","personalized healthcare;wearable systems;real-time ECG Classification;wearable biomedical devices;potential health hazards;timely medical treatment;modern wearable health monitoring devices;real-time analyses;ECG readings;arrhythmia classification;ECG waveforms;ECG equipment;machine learning phase;unique feature extraction method;prediction models;neuralnet fitting models;k-NN Classification models;misclassification error value;wearable devices;3-Lead ECG data acquisition kit;tele health analytical server;prediction tasks;trained classification models;ECG abnormalities;abnormal ECG events;Electronic Health Record;health care;cure institutions","","","","","","","","","IEEE","IEEE Conferences"
"Forecasting of biosensor technologies for emerging point of care and medical IoT applications using bibliometrics and patent analysis","N. J. Sheikh; O. Sheikh","Department of Technology and Society, State University of New York, Korea, Incheon, South Korea; Department of Chemical, Biological, and Environmental Engineering, Oregon State University, Corvallis, USA","2016 Portland International Conference on Management of Engineering and Technology (PICMET)","","2016","","","3082","3093","","","","10.1109/PICMET.2016.7806585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7806585","","Technology management;Technological innovation;Biosensors;Internet;Technology forecasting;Bibliometrics;Medical diagnostic imaging","biosensors;health care;information analysis;Internet of Things;patents;production engineering computing;technological forecasting;ubiquitous computing","biosensor technologies forecasting;medical IoT applications;bibliometrics;patent analysis;point-of-care diagnostics;ubiquitous smart phone;Fisher-Pry model","","","","","","","","","IEEE","IEEE Conferences"
"Life-Logging Data Aggregation Solution for Interdisciplinary Healthcare Research and Collaboration","Z. Deng; P. Yang; Y. Zhao; X. Zhao; F. Dong","NA; NA; NA; NA; NA","2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing","","2015","","","2315","2320","","","","10.1109/CIT/IUCC/DASC/PICOM.2015.342","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363388","wearable computing;life-logging data;internet of things;interdisciplinary","Medical services;Mobile communication;Biomedical monitoring;Media;Data collection;Twitter;Facebook","data aggregation;data integration;health care;Internet of Things;medical computing;mobile computing;social networking (online)","interdisciplinary healthcare research;interdisciplinary healthcare collaboration;wearable devices;mobile apps;Internet of Things;IoT environments;life-logging personal health data;long-term health data collection;heterogeneous life-logging data aggregation;multiresource life-logging health data management;multiresource life-logging health data integration;social media;personal health data collection solutions;Twitter;Facbook;Moves;Fitbit","","","","","","","","","IEEE","IEEE Conferences"
"BPMN Security Extensions for Healthcare Process","K. S. Sang; B. Zhou","NA; NA","2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing","","2015","","","2340","2345","","","","10.1109/CIT/IUCC/DASC/PICOM.2015.346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363392","Security Requirement;BPMN;Healthcare;Internet of Things","Medical services;Business;Authentication;Authorization;Standards","business data processing;data integrity;data privacy;electronic health records;health care;security of data","BPMN security extensions;health care process modelling;business process model and notation;digital information;IoT technology;information security;information privacy;electronic health record;EHR data storage;EHR data management;data confidentiality;data integrity;data availability;system vulnerability;BPMN diagram","","","","","","","","","IEEE","IEEE Conferences"
"Monitoring Elder's Living Activity Using Ambient and Body Sensor Network in Smart Home","Y. Chen; M. Tsai; L. Fu; C. Chen; C. Wu; Y. Zeng","NA; NA; NA; NA; NA; NA","2015 IEEE International Conference on Systems, Man, and Cybernetics","","2015","","","2962","2967","","","","10.1109/SMC.2015.515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7379647","Activity Recognition;Non-parametric Learning Model;Ambient Intelligent;Wearable Computing;Activity of Daily Living;Internet of Things;Ubiquitous Computing;Aging in Place;Tele-healthcare","Monitoring;Wearable computers;Computational modeling;Data models;Sensor phenomena and characterization;TV","assisted living;body sensor networks;geriatrics;gesture recognition;human computer interaction;patient monitoring","elder living activity monitoring;ambient sensor network;body sensor network;smart home;limited medical resources;activity recognition system;aging-in-place concept;nonparametric learning model","","","","","","","","","IEEE","IEEE Conferences"
"Secure Healthcare Data Dissemination Using Vehicle Relay Networks","P. Singh; R. S. Bali; N. Kumar; A. K. Das; A. Vinel; L. T. Yang","Computer Science and Engineering Department, Chandigarh University, Mohali (Punjab), India.; Computer Science and Engineering Department, Chandigarh University, Mohali (Punjab), India.; Computer Sciene and Engineering Department, Thapar University, Patiala (Punjab), India.; Center for Security, Theory and Algorithmic Research, International Institute of Information Technology, Hyderabad 500 032, India.; School of Information Technology, Halmstad University, Halmstad, Sweden.; Department of Computer Science, St. Francis Xavier University, Antigonish, NS, Canada.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2865008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8458227","Vehicular relay network;Healthcare;Data dissemination;ECC;Body sensor networks;Security.","Medical services;Data dissemination;Monitoring;Relay networks (telecommunications);Cryptography;Electronic mail","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"A Secure Microservice Framework for IoT","D. Lu; D. Huang; A. Walenstein; D. Medhi","NA; NA; NA; NA","2017 IEEE Symposium on Service-Oriented System Engineering (SOSE)","","2017","","","9","18","","","","10.1109/SOSE.2017.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943286","","Cloud computing;Access control;Containers;Medical services","application program interfaces;authorisation;Internet of Things;Web services","secure microservice framework;Internet of Things;Web service engineering circles;microservice architectures;IoT systems;microservices;API gateways;service distribution;uniform service discovery;access control;personal health management;connected autonomous vehicles","","","","","","","","","IEEE","IEEE Conferences"
"Machine learning with Internet of Things data for risk prediction: Application in ESRD","Z. Fki; B. Ammar; M. B. Ayed","REGIM-Lab.:REsearch Groups in Intelligent Machines, University of Sfax, National Engineering School of Sfax (ENIS), BP 1173, Sfax, 3038, Tunisia; REGIM-Lab.:REsearch Groups in Intelligent Machines, University of Sfax, National Engineering School of Sfax (ENIS), BP 1173, Sfax, 3038, Tunisia; REGIM-Lab.:REsearch Groups in Intelligent Machines University of Sfax, Faculty of Science of Sfax (FSS) Road of Soukra km 4, Sfax, 3038, Tunisia","2018 12th International Conference on Research Challenges in Information Science (RCIS)","","2018","","","1","6","","","","10.1109/RCIS.2018.8406669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406669","","Biomarkers;Machine learning;Diseases;Biosensors;Cloud computing","data analysis;diseases;Internet of Things;kidney;learning (artificial intelligence);medical computing;patient monitoring;patient treatment","machine learning techniques;risk prediction;ESRD;connected objects;intelligent systems;direct access;physical values;physiological values;human body;noninvasive methods;dialysis patient;End-Stage Renal Disease;smart home care system;IoT components;fine grained information called biomarkers;dialysis biomarkers;IoT sensors;modern data analytics environment","","","","","","","","","IEEE","IEEE Conferences"
"Introduction to EM information security for IoT devices","Y. Hayashi; I. Verbauwhede; W. A. Radasky","Graduate School of Information Science, Nara Institute of Science and Technology, Nara, Japan; Department of Electrical Engineering, Katholieke Universiteit Leuven, Leuven, Belgium; Metatech Corporation, California, USA","2018 IEEE International Symposium on Electromagnetic Compatibility and 2018 IEEE Asia-Pacific Symposium on Electromagnetic Compatibility (EMC/APEMC)","","2018","","","735","738","","","","10.1109/ISEMC.2018.8393878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8393878","EM information security;Internet of Things;Intentional electromagnetic interference;Hardware Trojan horse","Internet of Things;Electromagnetic interference;Hardware;Trojan horses;Hafnium","computer network security;data privacy;Internet of Things","physical security;IoT systems;hardware-level security;service continuity;data-gathering devices;data flow;public safety;smart cities;communication networks;mobile devices;surveillance cameras;smart meters;electronic devices;IoT devices;EM information security","","","","","","","","","IEEE","IEEE Conferences"
"An IoT-enabled multi-sensor multi-user system for human motion measurements","L. De Vito; F. Lamonaca; G. Mazzilli; M. Riccio; D. Luca Carnì; P. F. Sciammarella","Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Informatics, Modeling, Electronics and System Science, University of Calabria, Arcavacata di Rende (CS), Italy; Department of Informatics, Modeling, Electronics and System Science, University of Calabria, Arcavacata di Rende (CS), Italy","2017 IEEE International Symposium on Medical Measurements and Applications (MeMeA)","","2017","","","210","215","","","","10.1109/MeMeA.2017.7985877","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7985877","","Tracking;Observers;Monitoring;Publish-subscribe;Computer architecture;Motion segmentation","biological techniques;biomechanics;Internet of Things;message passing;middleware;motion measurement","IoT-enabled multi-sensor multi-user system;human motion measurements;military applications;medical applications;sport applications;Internet of Things;Publish-Subscribe communication paradigm;Motion Tracking Sub-system;Measurement Presentation Sub-system","","","","","","","","","IEEE","IEEE Conferences"
"Non-parametric feature generation for RF-fingerprinting on ZigBee devices","H. Patel","US Air Force Research Laboratory, Rome, NY, 13441","2015 IEEE Symposium on Computational Intelligence for Security and Defense Applications (CISDA)","","2015","","","1","5","","","","10.1109/CISDA.2015.7208645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7208645","","Zigbee;Signal to noise ratio;Authentication;Performance evaluation;Linear regression;Wireless communication","ad hoc networks;Internet of Things;Zigbee","nonparametric feature generation;RF-fingerprinting;ZigBee devices;Internet of Things;ZigBee ad-hoc networks;nonparametric classifier random forest","","","","","","","","","IEEE","IEEE Conferences"
"Considerations towards security and privacy in Internet of Things based eHealth applications","T. Ivaşcu; M. Frîncu; V. Negru","Department of Computer Science, Faculty of Mathematics and Informatics, West University of Timisoara, Bvd. V.Pârvan 4, Timişoara, Romania; Department of Computer Science, Faculty of Mathematics and Informatics, West University of Timisoara, Bvd. V.Pârvan 4, Timişoara, Romania; Department of Computer Science, Faculty of Mathematics and Informatics, West University of Timisoara, Bvd. V.Pârvan 4, Timişoara, Romania","2016 IEEE 14th International Symposium on Intelligent Systems and Informatics (SISY)","","2016","","","275","280","","","","10.1109/SISY.2016.7601512","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7601512","Internet of Things;Security and Privacy;Cloud Computing;Multi-agent Architecture;eHealth;Medical Data","Medical services;Security;Ontologies;Data privacy;Privacy;Medical diagnostic imaging;Monitoring","data privacy;medical computing","Internet of Things;eHealth applications;multiagent architecture;sensitive medical data security;sensitive medical data privacy;patient privacy;patient-doctor relationship;remote patient monitoring context","","","","","","","","","IEEE","IEEE Conferences"
"A Service-Based Fog Execution Environment for the IoT-Aware Business Process Applications","Y. Cheng; S. Zhao; B. Cheng; J. Chen","NA; NA; NA; NA","2018 IEEE International Conference on Web Services (ICWS)","","2018","","","323","326","","","","10.1109/ICWS.2018.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456369","Internet of Things, service management, fog computing, business process application, wireless sensor networks","Edge computing;Task analysis;Smart phones;Data centers;Heart beat;Performance evaluation","cloud computing;Internet of Things","IoT-aware business process applications;edge devices;seamless access;service life cycle management;service computing;fog computing;IoT services;dynamic IoT service environment;IoT execution environment;full-life cycle management;distributed execution;heterogeneous IoT services;distributed IoT services;large IoT services;Internet of Things;service-based fog execution environment","","","","","","","","","IEEE","IEEE Conferences"
"Security for medical sensor networks in mobile health systems","I. Nikolaevskiy; D. Korzun; A. Gurtov","Helsinki Institute for Information Technology HIIT and Department of Computer Science and Engineering, Aalto University, Finland; Helsinki Institute for Information Technology HIIT and Department of Computer Science and Engineering, Aalto University, Finland; Helsinki Institute for Information Technology HIIT and Department of Computer Science and Engineering, Aalto University, Finland","Proceeding of IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks 2014","","2014","","","1","6","","","","10.1109/WoWMoM.2014.6918926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6918926","Medical sensor network;Mobile healthcare;Security;Host Identity Protocol","Logic gates;Medical services;Hip;Mobile communication;Public key","biomedical measurement;body sensor networks;cryptographic protocols;data protection;health care;Internet of Things;medical information systems;mobile radio;telemedicine","medical sensor networks;mobile health systems;Internet of Things;IoT technology;healthcare systems;patient health data sensing;resource-constrained settings;emergency situations;IoT-aware system architecture;personal mobile data security;host identity protocol","","","","","","","","","IEEE","IEEE Conferences"
"A true 1V 1µW biomedical front end with reconfigurable ADC for self powered smarter IoT healthcare systems","P. Patra; K. Yadav; J. Naik; A. Dutta","Department of Electrical Engineering, Indian Institute of Technology Hyderabad, India-502205; Department of Electrical Engineering, Indian Institute of Technology Hyderabad, India-502205; Department of Electrical Engineering, Indian Institute of Technology Hyderabad, India-502205; Department of Electrical Engineering, Indian Institute of Technology Hyderabad, India-502205","TENCON 2015 - 2015 IEEE Region 10 Conference","","2015","","","1","4","","","","10.1109/TENCON.2015.7373182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7373182","","Databases;Logic gates","analogue-digital conversion;electrocardiography;energy harvesting;health care;instrumentation amplifiers;Internet of Things;medical signal processing;signal conditioning circuits","true 1V 1μW biomedical front end;reconfigurable ADC;self powered smarter IoT healthcare systems;ultralow power highly linear analog front-end;AFE;signal conditioning instrumentation amplifier;programmable gain amplifiers;PGA;mixed signal automatic gain control;AGC;sample and hold;successive approximation register analog to digital converter;ΣΔ modulator;effective number of bits;ENOB;highly linear capacitively-coupled IA;feedback factor;transconductance cancellation technique;common mode rejection ratio;CMRR;SAR ADC;opamp-shared ΣΔ ADC;UMC CMOS technology;power consumption;energy scavenging circuit;ECG signal;PTB database;voltage 200 muV to 20 mV;voltage 1 V;power 300 nW;bandwidth 0.05 Hz to 250 Hz;power 40 nW;frequency 1 kHz;frequency 32 kHz","","","","","","","","","IEEE","IEEE Conferences"
